name,team,position,opponent_team_1,opponent_team_2,opponent_team_3,opponent_team_4,opponent_team_5,opponent_team_6,opponent_team_7,opponent_team_8,opponent_team_9,opponent_team_10,opponent_team_11
Ben Knight,,,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
BenoÃ®t Badiashile,,,,,,,,,,,,13.0,7.0
Bernardo Veiga de Carvalho e Silva,13.0,MID,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Bobby Clark,,,1.0,13.0,19.0,16.0,11.0,18.0,17.0,2.0,10.0,4.0,5.0
Boubacar TraorÃ©,,,6.0,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0
Cameron Peupion,,,,,,,,,,,,,
Cameron Plain,,,,,,,18.0,11.0,8.0,6.0,7.0,14.0,4.0
Carlos Alcaraz,,,,,,,,,,,,,8.0
Carlos Henrique Casimiro,,,8.0,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0
Carlos VinÃ­cius Alves Morais,,,19.0,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0
Charlie Robinson,,,,,,,,,,,,,
Cheikhou KouyatÃ©,,,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0
Christian Saydee,,,10.0,9.0,17.0,19.0,18.0,11.0,8.0,6.0,7.0,14.0,4.0
Claudio Gomes,,,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Cody Gakpo,,,,,,,,,,,,4.0,5.0
Cole Palmer,13.0,MID,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Dale Taylor,,,,,,,,,7.0,14.0,6.0,17.0,10.0
Dango Ouattara,,,,,,,,,,,,,
Daniel Adu-Adjei,,,,,,,,,,,,,4.0
Daniel Bentley,,,,,,,,,,,,,
Danilo dos Santos de Oliveira,,,,,,,,,,,,,
David Datro Fofana,,,,,,,,,,,,13.0,7.0
David Ozoh,,,,,,,,,,,3.0,18.0,6.0
Denis Zakaria,,,20.0,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0
Dexter Lembikisa,,,,,,,,,1.0,8.0,14.0,2.0,19.0
Diego Da Silva Costa,,,6.0,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0
Diogo Pinheiro Monteiro,,,,,,,,,,,,,
Divin Mubama,,,,,,,,,,1.0,4.0,11.0,20.0
Dominic Ballard,,,,,,,,,,,,,
Dominic Sadi,,,,,,,,,,,,,4.0
Duje Caleta-Car,,,13.0,19.0,3.0,1.0,7.0,15.0,12.0,5.0,9.0,16.0,8.0
Ed Turns,,,18.0,4.0,16.0,13.0,6.0,20.0,2.0,17.0,1.0,8.0,12.0
Ederson Santana de Moraes,13.0,GK,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Eldin Jakupovic,,,14.0,18.0,15.0,7.0,9.0,10.0,3.0,20.0,13.0,5.0,17.0
Ellis Simms,,,,,,,,,,,,5.0,17.0
Emmanuel Dennis,,,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0
Enzo FernÃ¡ndez,,,,,,,,,,,,,
Erling Haaland,13.0,FWD,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Ethan Nwaneri,,,12.0,11.0,,17.0,16.0,6.0,20.0,19.0,5.0,15.0,18.0
Ethan Wady,,,,,,,,,,,,,
Euan Pollock,,,,,,,,,,,,,
Evan Ferguson,,,18.0,4.0,16.0,13.0,6.0,20.0,2.0,17.0,1.0,8.0,12.0
Facundo Buonanotte,,,,,,,,,,,,8.0,12.0
Felipe Augusto de Almeida Monteiro,,,,,,,,,,,,,
Filip Marschall,,,,,,,,,,12.0,18.0,20.0,11.0
Garang Kuol,,,,,,,,,,,,1.0,9.0
George Abbott,,,,,,,,,,,,,
George Shelvey,,,,,,,,,,,,,
George Wickens,,,,,,,,,,,,,
Georginio Rutter,,,,,,,,,,,,,
GonÃ§alo Manuel Ganchinho Guedes,,,6.0,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0
Gustavo Henrique Furtado Scarpa,,,,,,,,,,,,17.0,10.0
Hamed TraorÃ¨,,,,,,,,,,,,,
Harry Souttar,,,,,,,,,,,,,
Harvey Davies,,,1.0,13.0,19.0,16.0,11.0,18.0,17.0,2.0,10.0,4.0,5.0
Harvey Griffiths,,,,,,,,5.0,1.0,8.0,14.0,2.0,19.0
Harvey Vale,,,20.0,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0
Idrissa Gueye,,,14.0,18.0,15.0,7.0,9.0,10.0,3.0,20.0,13.0,5.0,17.0
Ilkay GÃ¼ndogan,13.0,MID,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Illia Zabarnyi,,,,,,,,,,,,,
Imari Samuels,,,,,,,,,,,,,
Isaac Price,,,,,,,,,,,13.0,5.0,17.0
IshÃ© Samuels-Smith,,,,,,,,,,,,,
Jack Grealish,13.0,MID,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Jack Hinshelwood,,,,,,,,,,,1.0,8.0,12.0
Jack Wells-Morrison,,,,,,,17.0,19.0,16.0,9.0,3.0,18.0,6.0
Jakub Kiwior,,,,,,,,,,,,,
James Bree,,,,,,,,,,,,,
James Furlong,,,,,,,6.0,20.0,2.0,17.0,1.0,8.0,12.0
James McAtee,13.0,MID,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
James Wright,,,,,,,,,,,,,
Jeremiah Chilokoa-Mullen,,,,,,,,,,,,,
Jhon DurÃ¡n,,,,,,,,,,,,,
Jimmy Morgan,,,,,,,,,,5.0,9.0,16.0,8.0
Joe Wormleighton,,,,,11.0,20.0,13.0,8.0,19.0,15.0,12.0,9.0,16.0
Joel Robles,,,7.0,1.0,10.0,9.0,12.0,3.0,18.0,13.0,15.0,19.0,2.0
John Stones,13.0,DEF,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
John-Kymani Gordon,,,11.0,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0
Jordan Smith,,,,,,,,,,14.0,6.0,17.0,10.0
Joseph Anang,,,,,,,,,,,,,
Joseph Whitworth,,,11.0,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0
Josh Wilson-Esbrand,13.0,DEF,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
JoÃ£o Cancelo,13.0,DEF,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
JoÃ£o FÃ©lix Sequeira,,,,,,,,,,,,13.0,7.0
JoÃ£o Victor Gomes da Silva,,,,,,,,,,,,,
Juan Larios LÃ³pez,,,13.0,19.0,3.0,1.0,7.0,15.0,12.0,5.0,9.0,16.0,8.0
JuliÃ¡n Ãlvarez,13.0,FWD,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Kadan Young,,,,,,,,,,12.0,18.0,20.0,11.0
Kaden Rodney,,,11.0,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0
Kaelan Casey,,,,,,,,,,,,,
Kalvin Phillips,13.0,MID,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Kamaldeen Sulemana,,,,,,,,,,,,,
Kamari Doyle,,,,,,,,,,,,,
Karl Hein,,,,,,,16.0,6.0,20.0,19.0,5.0,15.0,18.0
Kasey McAteer,,,,,,,,,,,,9.0,16.0
Kevin De Bruyne,13.0,MID,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Kevin Schade,,,,,,,,,,,,,3.0
Keylor Navas,,,,,,,,,,,,,
Killian Phillips,,,11.0,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0
Kobbie Mainoo,,,,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0
Kofi Balmer,,,,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0
Kristian Sekularac,,,,,,,,,14.0,7.0,17.0,10.0,15.0
KrisztiÃ¡n Hegyi,,,,,,,,,,,,,
Kyle John,,,14.0,18.0,15.0,7.0,9.0,10.0,3.0,20.0,13.0,5.0,17.0
Kyle Walker,13.0,DEF,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Lamare Bogarde,,,16.0,6.0,9.0,4.0,15.0,14.0,5.0,12.0,18.0,20.0,11.0
Layvin Kurzawa,,,19.0,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0
Lewis Hall,,,,,,,,1.0,15.0,3.0,16.0,13.0,7.0
Lewis Miley,,,,,,,,,,,,,
Lewis Payne,,,,,,1.0,7.0,15.0,12.0,5.0,9.0,16.0,8.0
Liam Delap,13.0,FWD,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Lino Sousa,,,12.0,11.0,,17.0,16.0,6.0,20.0,19.0,5.0,15.0,18.0
Loris Karius,,,4.0,14.0,8.0,18.0,2.0,17.0,6.0,10.0,11.0,1.0,9.0
LoÃ¯c BadÃ©,,,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0
Lucas Tolentino Coelho de Lima,,,9.0,17.0,12.0,3.0,14.0,7.0,10.0,1.0,4.0,11.0,20.0
Luke Mbete-Tabu,13.0,DEF,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Manuel Akanji,,,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Marc Jurado Gomez,,,,,,,,,,,,,
Marcel Sabitzer,,,,,,,,,,,,,
Marcos Senesi,,,10.0,9.0,17.0,19.0,18.0,11.0,8.0,6.0,7.0,14.0,4.0
Marcus Bettinelli,,,20.0,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0
Mario Lemina,,,,,,,,,,,,,19.0
Mark Gillespie,,,,,,,,,,,,,
Martial Godo,,,19.0,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0
Matej KovÃ¡r,,,8.0,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0
Mateo Joseph FernÃ¡ndez,,,,,,,,3.0,18.0,13.0,15.0,19.0,2.0
Mateus Cardoso Lemos Martins,,,,,,,,,,,,,
Matheus Luiz Nunes,,,6.0,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0
Matheus Santos Carneiro Da Cunha,,,,,,,,,,,,2.0,19.0
Mathias Jorgensen,,,15.0,5.0,6.0,2.0,20.0,16.0,13.0,18.0,19.0,12.0,3.0
Matthew Cox,,,15.0,5.0,6.0,2.0,20.0,16.0,13.0,18.0,19.0,12.0,3.0
Matthew Craig,,,,,,,,,,,,,
Matthew Dibley-Dias,,,,,,,,,,,,,
Matthew Smith,,,12.0,11.0,,17.0,16.0,6.0,20.0,19.0,5.0,15.0,18.0
MatÃ­as ViÃ±a,,,,,,,,,,,,,
Mauro Bandeira,,,,,,,,,,,,,
Max Kinsey-Wellings,,,,,,,,,,,,,
Maximilian WÃ¶ber,,,,,,,,,,,,,2.0
Maxwel Cornet,,,9.0,17.0,12.0,3.0,14.0,7.0,10.0,1.0,4.0,11.0,20.0
Michael Dacosta Gonzalez,,,,,,,,,,,,,4.0
Michael Olakigbe,,,,,,,,,,,,,
Mikkel Damsgaard,,,15.0,5.0,6.0,2.0,20.0,16.0,13.0,18.0,19.0,12.0,3.0
Mislav Orsic,,,,,,,,,,,,,8.0
Mykhailo Mudryk,,,,,,,,,,,,,
MÃ¡ximo Perrone,,,,,,,,,,,,,
Naouirou Ahamada,,,,,,,,,,,,,
Nathan AkÃ©,13.0,DEF,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Nathan Bishop,,,,,,,19.0,2.0,9.0,16.0,20.0,3.0,13.0
Nathan Butler-Oyedeji,,,,,,,,,,,,15.0,18.0
Nathan Fraser,,,,,,,,5.0,1.0,8.0,14.0,2.0,19.0
Nico O'Reilly,,,,,,,,,,,,,
Noni Madueke,,,,,,,,,,,,,
Norberto Murara Neto,,,10.0,9.0,17.0,19.0,18.0,11.0,8.0,6.0,7.0,14.0,4.0
Odeluga Offiah,,,,,,,,,,,,,
Oliwier Zych,,,,,,,,,,,,,
Omari Hutchinson,,,,,,,5.0,1.0,15.0,3.0,16.0,13.0,7.0
Owen Bevan,,,10.0,9.0,17.0,19.0,18.0,11.0,8.0,6.0,7.0,14.0,4.0
Owen Goodman,,,,,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0
Pablo Sarabia,,,,,,,,,,,,,
Paul Onuachu,,,,,,,,,,,,,
Pedro Porro,,,,,,,,,,,,,
Pervis EstupiÃ±Ã¡n,,,18.0,4.0,16.0,13.0,6.0,20.0,2.0,17.0,1.0,8.0,12.0
Phil Foden,13.0,MID,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Pierre-Emerick Aubameyang,,,20.0,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0
Reece Welch,,,14.0,18.0,15.0,7.0,9.0,10.0,3.0,20.0,13.0,5.0,17.0
Remo Freuler,,,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0
Renan Augusto Lodi dos Santos,,,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0
Reuell Walters,,,,,,,,,,,,,
Rhys Bennett,,,,,,,,,,16.0,20.0,3.0,13.0
Rico Lewis,13.0,DEF,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Riyad Mahrez,13.0,MID,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Rodrigo Hernandez,13.0,MID,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Romaine Mundle,,,,,,,,,,,,,
Ryan Finnigan,,,,,,1.0,7.0,15.0,12.0,5.0,9.0,16.0,8.0
Ryan Trevitt,,,15.0,5.0,6.0,2.0,20.0,16.0,13.0,18.0,19.0,12.0,3.0
RÃºben Gato Alves Dias,13.0,DEF,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Sammy Braybrooke,,,3.0,7.0,11.0,20.0,13.0,8.0,19.0,15.0,12.0,9.0,16.0
Samuel Amo-Ameyaw,,,,,,,,,,,,,
Samuel Edozie,,,13.0,19.0,3.0,1.0,7.0,15.0,12.0,5.0,9.0,16.0,8.0
Sasa Kalajdzic,,,6.0,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0
Sasa Lukic,,,,,,,,,,,,,
Scott Carson,13.0,GK,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Sean McAllister,,,,,,,,,,,,,
Sebastian Revan,,,,,,,,,,,,,
Serge Aurier,,,2.0,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0
Sergio GÃ³mez,,,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Shea Charles,,,,,,,,,,,,,
Shola Shoretire,,,,,,,,2.0,9.0,16.0,20.0,3.0,13.0
Sil Swinkels,,,,,,,,,,,,,
Sonny Perkins,,,,,,,,,18.0,13.0,15.0,19.0,2.0
Stefan Ortega Moreno,13.0,GK,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Stefan Parkes,,,19.0,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0
Tayo Adaramola,,,,,,,,,,,,,
Terry Ablade,,,19.0,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0
Thilo Kehrer,,,9.0,17.0,12.0,3.0,14.0,7.0,10.0,1.0,4.0,11.0,20.0
Thomas Cannon,,,,,,,,,3.0,20.0,13.0,5.0,17.0
Tom McGill,,,,,,,,,,,,,
Tommi O'Reilly,,,,,,,,,,,,,
Travis Patterson,,,,,,,,,,,,,
Tristan Crama,,,,,,2.0,20.0,16.0,13.0,18.0,19.0,12.0,3.0
Victor Kristiansen,,,,,,,,,,,,,
Viljami Sinisalo,,,,,,,,,,,,,
Wanya MarÃ§al-Madivadua,,,,,,,,,,,,,
Weston McKennie,,,,,,,,,,,,,
Wilfried Gnonto,,,7.0,1.0,10.0,9.0,12.0,3.0,18.0,13.0,15.0,19.0,2.0
Willian Borges da Silva,,,19.0,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0
Wout Faes,,,3.0,7.0,11.0,20.0,13.0,8.0,19.0,15.0,12.0,9.0,16.0
Wout Weghorst,,,,,,,,,,,,,13.0
Yago de Santiago Alonso,,,,,,,,,,,,,
Yasin Ayari,,,,,,,,,,,,,
Yegor Yarmolyuk,,,,,,,20.0,16.0,13.0,18.0,19.0,12.0,3.0
Zack Steffen,13.0,GK,17.0,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0
Alex Robertson,,,,,,,,,,,,,
Alex Smithies,,,7.0,11.0,20.0,13.0,8.0,19.0,15.0,12.0,9.0,16.0,5.0
Alexander Isak,,,14.0,8.0,18.0,2.0,17.0,6.0,10.0,11.0,1.0,9.0,7.0
Alexandre Moreno Lopera,,,,,,,,,,,,11.0,17.0
Alfie Gilchrist,,,,,,,,,,,,,
Amadou Onana,,,18.0,15.0,7.0,9.0,10.0,3.0,20.0,13.0,5.0,17.0,19.0
Amario Cozier-Duberry,,,,,,,,,19.0,5.0,15.0,18.0,14.0
Andrew Moran,,,,,,6.0,20.0,2.0,17.0,1.0,8.0,12.0,10.0
Andrey Nascimento dos Santos,,,,,,,,,,,,,12.0
AndrÃ© Ayew,,,,,,,,,,,,,
Andy Lonergan,,,,,,,,,,,,,
Antoine Semenyo,,,,,,,,,,,,,
Antony Matheus dos Santos,,,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0,1.0
Arnaut Danjuma,,,,,,,,,,,,,
Arthur Henrique Ramos de Oliveira Melo,,,13.0,19.0,16.0,11.0,18.0,17.0,2.0,10.0,4.0,5.0,6.0
Aymeric Laporte,13.0,DEF,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Bashir Humphreys,,,,,,,,,3.0,16.0,13.0,7.0,12.0
Ben Doak,,,,,,,,17.0,2.0,10.0,4.0,5.0,6.0
Ben Greenwood,,,,,,,,,,,,,
Ben Knight,,,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
BenoÃ®t Badiashile,,,,,,,,,,,13.0,7.0,12.0
Bernardo Veiga de Carvalho e Silva,13.0,MID,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Bobby Clark,,,13.0,19.0,16.0,11.0,18.0,17.0,2.0,10.0,4.0,5.0,6.0
Boubacar TraorÃ©,,,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0,13.0
Cameron Peupion,,,,,,,,,,,,,
Cameron Plain,,,,,,18.0,11.0,8.0,6.0,7.0,14.0,4.0,16.0
Carlos Alcaraz,,,,,,,,,,,,8.0,2.0
Carlos Henrique Casimiro,,,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0,1.0
Carlos VinÃ­cius Alves Morais,,,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0,18.0
Charlie Robinson,,,,,,,,,,,,,
Cheikhou KouyatÃ©,,,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0,3.0
Christian Saydee,,,9.0,17.0,19.0,18.0,11.0,8.0,6.0,7.0,14.0,4.0,16.0
Claudio Gomes,,,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Cody Gakpo,,,,,,,,,,,4.0,5.0,6.0
Cole Palmer,13.0,MID,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Dale Taylor,,,,,,,,7.0,14.0,6.0,17.0,10.0,3.0
Dango Ouattara,,,,,,,,,,,,,16.0
Daniel Adu-Adjei,,,,,,,,,,,,4.0,16.0
Daniel Bentley,,,,,,,,,,,,,
Danilo dos Santos de Oliveira,,,,,,,,,,,,,3.0
David Datro Fofana,,,,,,,,,,,13.0,7.0,12.0
David Ozoh,,,,,,,,,,3.0,18.0,6.0,15.0
Denis Zakaria,,,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0,12.0
Dexter Lembikisa,,,,,,,,1.0,8.0,14.0,2.0,19.0,13.0
Diego Da Silva Costa,,,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0,13.0
Diogo Pinheiro Monteiro,,,,,,,,,,,,,
Divin Mubama,,,,,,,,,1.0,4.0,11.0,20.0,8.0
Dominic Ballard,,,,,,,,,,,,,
Dominic Sadi,,,,,,,,,,,,4.0,16.0
Duje Caleta-Car,,,19.0,3.0,1.0,7.0,15.0,12.0,5.0,9.0,16.0,8.0,2.0
Ed Turns,,,4.0,16.0,13.0,6.0,20.0,2.0,17.0,1.0,8.0,12.0,10.0
Ederson Santana de Moraes,13.0,GK,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Eldin Jakupovic,,,18.0,15.0,7.0,9.0,10.0,3.0,20.0,13.0,5.0,17.0,19.0
Ellis Simms,,,,,,,,,,,5.0,17.0,19.0
Emmanuel Dennis,,,20.0,5.0,12.0,1.0,4.0,7.0,14.0,6.0,17.0,10.0,3.0
Enzo FernÃ¡ndez,,,,,,,,,,,,,
Erling Haaland,13.0,FWD,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Ethan Nwaneri,,,11.0,,17.0,16.0,6.0,20.0,19.0,5.0,15.0,18.0,14.0
Ethan Wady,,,,,,,,,,,,,
Euan Pollock,,,,,,,,,,,,,16.0
Evan Ferguson,,,4.0,16.0,13.0,6.0,20.0,2.0,17.0,1.0,8.0,12.0,10.0
Facundo Buonanotte,,,,,,,,,,,8.0,12.0,10.0
Felipe Augusto de Almeida Monteiro,,,,,,,,,,,,,
Filip Marschall,,,,,,,,,12.0,18.0,20.0,11.0,17.0
Garang Kuol,,,,,,,,,,,1.0,9.0,7.0
George Abbott,,,,,,,,,,,,,
George Shelvey,,,,,,,,,,,,,
George Wickens,,,,,,,,,,,,,
Georginio Rutter,,,,,,,,,,,,,4.0
GonÃ§alo Manuel Ganchinho Guedes,,,16.0,7.0,10.0,4.0,5.0,1.0,8.0,14.0,2.0,19.0,13.0
Gustavo Henrique Furtado Scarpa,,,,,,,,,,,17.0,10.0,3.0
Hamed TraorÃ¨,,,,,,,,,,,,,
Harry Souttar,,,,,,,,,,,,,
Harvey Davies,,,13.0,19.0,16.0,11.0,18.0,17.0,2.0,10.0,4.0,5.0,6.0
Harvey Griffiths,,,,,,,5.0,1.0,8.0,14.0,2.0,19.0,13.0
Harvey Vale,,,2.0,4.0,14.0,5.0,1.0,15.0,3.0,16.0,13.0,7.0,12.0
Idrissa Gueye,,,18.0,15.0,7.0,9.0,10.0,3.0,20.0,13.0,5.0,17.0,19.0
Ilkay GÃ¼ndogan,13.0,MID,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Illia Zabarnyi,,,,,,,,,,,,,
Imari Samuels,,,,,,,,,,,,,
Isaac Price,,,,,,,,,,13.0,5.0,17.0,19.0
IshÃ© Samuels-Smith,,,,,,,,,,,,,
Jack Grealish,13.0,MID,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Jack Hinshelwood,,,,,,,,,,1.0,8.0,12.0,10.0
Jack Wells-Morrison,,,,,,17.0,19.0,16.0,9.0,3.0,18.0,6.0,15.0
Jakub Kiwior,,,,,,,,,,,,,
James Bree,,,,,,,,,,,,,
James Furlong,,,,,,6.0,20.0,2.0,17.0,1.0,8.0,12.0,10.0
James McAtee,13.0,MID,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
James Wright,,,,,,,,,,,,,
Jeremiah Chilokoa-Mullen,,,,,,,,,,,,,
Jhon DurÃ¡n,,,,,,,,,,,,,
Jimmy Morgan,,,,,,,,,5.0,9.0,16.0,8.0,2.0
Joe Wormleighton,,,,11.0,20.0,13.0,8.0,19.0,15.0,12.0,9.0,16.0,5.0
Joel Robles,,,1.0,10.0,9.0,12.0,3.0,18.0,13.0,15.0,19.0,2.0,4.0
John Stones,13.0,DEF,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
John-Kymani Gordon,,,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0,15.0
Jordan Smith,,,,,,,,,14.0,6.0,17.0,10.0,3.0
Joseph Anang,,,,,,,,,,,,,
Joseph Whitworth,,,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0,15.0
Josh Wilson-Esbrand,13.0,DEF,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
JoÃ£o Cancelo,13.0,DEF,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
JoÃ£o FÃ©lix Sequeira,,,,,,,,,,,13.0,7.0,12.0
JoÃ£o Victor Gomes da Silva,,,,,,,,,,,,,
Juan Larios LÃ³pez,,,19.0,3.0,1.0,7.0,15.0,12.0,5.0,9.0,16.0,8.0,2.0
JuliÃ¡n Ãlvarez,13.0,FWD,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Kadan Young,,,,,,,,,12.0,18.0,20.0,11.0,17.0
Kaden Rodney,,,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0,15.0
Kaelan Casey,,,,,,,,,,,,,
Kalvin Phillips,13.0,MID,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Kamaldeen Sulemana,,,,,,,,,,,,,
Kamari Doyle,,,,,,,,,,,,,
Karl Hein,,,,,,16.0,6.0,20.0,19.0,5.0,15.0,18.0,14.0
Kasey McAteer,,,,,,,,,,,9.0,16.0,5.0
Kevin De Bruyne,13.0,MID,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Kevin Schade,,,,,,,,,,,,3.0,11.0
Keylor Navas,,,,,,,,,,,,,
Killian Phillips,,,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0,15.0
Kobbie Mainoo,,,15.0,18.0,6.0,19.0,2.0,9.0,16.0,20.0,3.0,13.0,1.0
Kofi Balmer,,,10.0,20.0,8.0,17.0,19.0,16.0,9.0,3.0,18.0,6.0,15.0
Kristian Sekularac,,,,,,,,14.0,7.0,17.0,10.0,15.0,18.0
KrisztiÃ¡n Hegyi,,,,,,,,,,,,,
Kyle John,,,18.0,15.0,7.0,9.0,10.0,3.0,20.0,13.0,5.0,17.0,19.0
Kyle Walker,13.0,DEF,12.0,,5.0,10.0,9.0,4.0,11.0,8.0,6.0,14.0,20.0
Lamare Bogarde,,,6.0,9.0,4.0,15.0,14.0,5.0,12.0,18.0,20.0,11.0,17.0
Layvin Kurzawa,,,3.0,2.0,11.0,8.0,13.0,14.0,7.0,17.0,10.0,15.0,18.0
Lewis Hall,,,,,,,1.0,15.0,3.0,16.0,13.0,7.0,12.0
Lewis Miley,,,,,,,,,,,,,
