id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty
24,2561918,11,,15,,3,False,0,False,2025-08-30T16:30:00Z,Gameweek 3,True,3
37,2561931,10,,11,,4,False,0,False,2025-09-13T14:00:00Z,Gameweek 4,False,3
50,2561944,20,,11,,5,False,0,False,2025-09-20T14:00:00Z,Gameweek 5,False,3
56,2561950,11,,4,,6,False,0,False,2025-09-27T14:00:00Z,Gameweek 6,True,3
67,2561961,11,,18,,7,False,0,False,2025-10-04T11:30:00Z,Gameweek 7,True,3
72,2561966,3,,11,,8,False,0,False,2025-10-18T14:00:00Z,Gameweek 8,False,2
87,2561981,11,,19,,9,False,0,False,2025-10-24T19:00:00Z,Gameweek 9,True,2
91,2561985,6,,11,,10,False,0,False,2025-11-01T15:00:00Z,Gameweek 10,False,3
107,2562001,16,,11,,11,False,0,False,2025-11-08T15:00:00Z,Gameweek 11,False,3
116,2562010,11,,2,,12,False,0,False,2025-11-22T15:00:00Z,Gameweek 12,True,3
126,2562020,13,,11,,13,False,0,False,2025-11-29T15:00:00Z,Gameweek 13,False,4
136,2562030,11,,7,,14,False,0,False,2025-12-03T20:00:00Z,Gameweek 14,True,3
146,2562040,11,,12,,15,False,0,False,2025-12-06T15:00:00Z,Gameweek 15,True,4
152,2562046,5,,11,,16,False,0,False,2025-12-13T15:00:00Z,Gameweek 16,False,3
166,2562060,11,,8,,17,False,0,False,2025-12-20T15:00:00Z,Gameweek 17,True,3
179,2562073,17,,11,,18,False,0,False,2025-12-27T15:00:00Z,Gameweek 18,False,2
186,2562080,12,,11,,19,False,0,False,2025-12-30T20:00:00Z,Gameweek 19,False,5
196,2562090,11,,14,,20,False,0,False,2026-01-03T15:00:00Z,Gameweek 20,True,3
209,2562103,15,,11,,21,False,0,False,2026-01-07T20:00:00Z,Gameweek 21,False,4
214,2562108,11,,10,,22,False,0,False,2026-01-17T15:00:00Z,Gameweek 22,True,3
226,2562120,9,,11,,23,False,0,False,2026-01-24T15:00:00Z,Gameweek 23,False,3
234,2562128,11,,1,,24,False,0,False,2026-01-31T15:00:00Z,Gameweek 24,True,4
246,2562140,11,,16,,25,False,0,False,2026-02-07T15:00:00Z,Gameweek 25,True,3
253,2562147,7,,11,,26,False,0,False,2026-02-11T20:00:00Z,Gameweek 26,False,4
261,2562155,2,,11,,27,False,0,False,2026-02-21T15:00:00Z,Gameweek 27,False,4
276,2562170,11,,13,,28,False,0,False,2026-02-28T15:00:00Z,Gameweek 28,True,4
286,2562180,11,,17,,29,False,0,False,2026-03-04T20:00:00Z,Gameweek 29,True,2
295,2562189,8,,11,,30,False,0,False,2026-03-14T15:00:00Z,Gameweek 30,False,3
306,2562200,11,,5,,31,False,0,False,2026-03-21T15:00:00Z,Gameweek 31,True,3
317,2562211,14,,11,,32,False,0,False,2026-04-11T14:00:00Z,Gameweek 32,False,3
326,2562220,11,,20,,33,False,0,False,2026-04-18T14:00:00Z,Gameweek 33,True,2
332,2562225,4,,11,,34,False,0,False,2026-04-25T14:00:00Z,Gameweek 34,False,3
347,2562241,11,,3,,35,False,0,False,2026-05-02T14:00:00Z,Gameweek 35,True,2
359,2562253,18,,11,,36,False,0,False,2026-05-09T14:00:00Z,Gameweek 36,False,3
367,2562261,11,,6,,37,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,3
380,2562274,19,,11,,38,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,2
