id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty
26,2561920,14,,3,,3,False,0,False,2025-08-30T14:00:00Z,Gameweek 3,True,2
38,2561932,13,,14,,4,False,0,False,2025-09-14T15:30:00Z,Gameweek 4,False,4
47,2561941,14,,7,,5,False,0,False,2025-09-20T16:30:00Z,Gameweek 5,True,3
52,2561946,5,,14,,6,False,0,False,2025-09-27T11:30:00Z,Gameweek 6,False,3
68,2561962,14,,17,,7,False,0,False,2025-10-04T14:00:00Z,Gameweek 7,True,2
75,2561969,12,,14,,8,False,0,False,2025-10-19T15:30:00Z,Gameweek 8,False,5
88,2561982,14,,6,,9,False,0,False,2025-10-25T16:30:00Z,Gameweek 9,True,3
97,2561991,16,,14,,10,False,0,False,2025-11-01T15:00:00Z,Gameweek 10,False,3
109,2562003,18,,14,,11,False,0,False,2025-11-08T15:00:00Z,Gameweek 11,False,3
118,2562012,14,,9,,12,False,0,False,2025-11-22T15:00:00Z,Gameweek 12,True,2
124,2562018,8,,14,,13,False,0,False,2025-11-29T15:00:00Z,Gameweek 13,False,3
138,2562032,14,,19,,14,False,0,False,2025-12-03T20:00:00Z,Gameweek 14,True,2
150,2562044,20,,14,,15,False,0,False,2025-12-06T15:00:00Z,Gameweek 15,False,3
157,2562051,14,,4,,16,False,0,False,2025-12-13T15:00:00Z,Gameweek 16,True,3
161,2562056,2,,14,,17,False,0,False,2025-12-20T15:00:00Z,Gameweek 17,False,4
177,2562071,14,,15,,18,False,0,False,2025-12-27T15:00:00Z,Gameweek 18,True,3
187,2562081,14,,20,,19,False,0,False,2025-12-30T20:00:00Z,Gameweek 19,True,2
196,2562090,11,,14,,20,False,0,False,2026-01-03T15:00:00Z,Gameweek 20,False,2
204,2562098,3,,14,,21,False,0,False,2026-01-07T20:00:00Z,Gameweek 21,False,2
216,2562110,14,,13,,22,False,0,False,2026-01-17T15:00:00Z,Gameweek 22,True,4
221,2562116,1,,14,,23,False,0,False,2026-01-24T15:00:00Z,Gameweek 23,False,4
236,2562130,14,,10,,24,False,0,False,2026-01-31T15:00:00Z,Gameweek 24,True,3
248,2562142,14,,18,,25,False,0,False,2026-02-07T15:00:00Z,Gameweek 25,True,3
260,2562154,19,,14,,26,False,0,False,2026-02-11T20:00:00Z,Gameweek 26,False,2
265,2562159,9,,14,,27,False,0,False,2026-02-21T15:00:00Z,Gameweek 27,False,3
278,2562172,14,,8,,28,False,0,False,2026-02-28T15:00:00Z,Gameweek 28,True,3
288,2562182,15,,14,,29,False,0,False,2026-03-04T20:00:00Z,Gameweek 29,False,4
297,2562191,14,,2,,30,False,0,False,2026-03-14T15:00:00Z,Gameweek 30,True,3
302,2562195,4,,14,,31,False,0,False,2026-03-21T15:00:00Z,Gameweek 31,False,3
317,2562211,14,,11,,32,False,0,False,2026-04-11T14:00:00Z,Gameweek 32,True,2
323,2562217,7,,14,,33,False,0,False,2026-04-18T14:00:00Z,Gameweek 33,False,4
337,2562231,14,,5,,34,False,0,False,2026-04-25T14:00:00Z,Gameweek 34,True,3
348,2562242,14,,12,,35,False,0,False,2026-05-02T14:00:00Z,Gameweek 35,True,4
358,2562252,17,,14,,36,False,0,False,2026-05-09T14:00:00Z,Gameweek 36,False,2
368,2562262,14,,16,,37,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,3
371,2562265,6,,14,,38,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3
