team,expected_assists_1,expected_assists_2,expected_assists_3,expected_assists_4,expected_assists_5,expected_assists_6,expected_assists_7,expected_assists_8,expected_assists_9,expected_assists_10,expected_assists_11
8.0,1.3699999999999999,0.8,0.42000000000000004,1.02,0.85,0.51,0.53,0.44,0.51,0.38,0.74
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,1.84,1.26,2.0500000000000003,0.67,0.6599999999999999,0.9199999999999999,1.36,1.09,0.59,0.49000000000000005,0.59
6.0,0.2,0.0,0.9,1.4300000000000002,0.15,0.8,0.32,0.22,0.51,0.55,0.9299999999999999
11.0,0.8200000000000001,0.94,0.68,0.8700000000000001,2.73,1.61,0.89,1.23,0.9,1.54,1.98
11.0,0.8200000000000001,0.94,0.68,0.8700000000000001,2.73,1.61,0.89,1.23,0.9,1.54,1.98
18.0,1.9,1.38,2.16,1.03,1.8199999999999998,1.04,1.55,1.96,1.07,0.5800000000000001,0.56
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.8200000000000001,0.94,0.68,0.8700000000000001,2.73,1.61,0.89,1.23,0.9,1.54,1.98
18.0,1.9,1.38,2.16,1.03,1.8199999999999998,1.04,1.55,1.96,1.07,0.5800000000000001,0.56
11.0,0.8200000000000001,0.94,0.68,0.8700000000000001,2.73,1.61,0.89,1.23,0.9,1.54,1.98
10.0,0.5,0.53,0.34,0.22,0.84,0.52,0.81,0.95,0.48,0.47,0.51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.8200000000000001,0.94,0.68,0.8700000000000001,2.73,1.61,0.89,1.23,0.9,1.54,1.98
8.0,1.3699999999999999,0.8,0.42000000000000004,1.02,0.85,0.51,0.53,0.44,0.51,0.38,0.74
8.0,1.3699999999999999,0.8,0.42000000000000004,1.02,0.85,0.51,0.53,0.44,0.51,0.38,0.74
2.0,0.86,1.47,0.55,0.45,1.02,0.6,1.31,0.89,1.0000000000000002,2.4,2.17
11.0,0.8200000000000001,0.94,0.68,0.8700000000000001,2.73,1.61,0.89,1.23,0.9,1.54,1.98
9.0,0.98,0.51,1.22,0.72,0.13,1.7,2.49,1.3900000000000001,0.6,0.52,0.29
11.0,0.8200000000000001,0.94,0.68,0.8700000000000001,2.73,1.61,0.89,1.23,0.9,1.54,1.98
8.0,1.3699999999999999,0.8,0.42000000000000004,1.02,0.85,0.51,0.53,0.44,0.51,0.38,0.74
7.0,1.15,1.49,1.64,2.54,1.38,0.6,0.46,0.65,0.44,0.96,0.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,1.3699999999999999,0.8,0.42000000000000004,1.02,0.85,0.51,0.53,0.44,0.51,0.38,0.74
