name,team,position,gw1_opponent_team,gw2_opponent_team,gw3_opponent_team,gw4_opponent_team,gw5_opponent_team,gw6_opponent_team,gw7_opponent_team,gw8_opponent_team,gw9_opponent_team,gw10_opponent_team,gw11_opponent_team,gw12_opponent_team,gw13_opponent_team,gw14_opponent_team,gw15_opponent_team,gw16_opponent_team,gw17_opponent_team,gw18_opponent_team,gw19_opponent_team,gw20_opponent_team,gw21_opponent_team,gw22_opponent_team,gw23_opponent_team,gw24_opponent_team,gw25_opponent_team,gw26_opponent_team,gw27_opponent_team,gw28_opponent_team,gw29_opponent_team,gw30_opponent_team,gw31_opponent_team,gw32_opponent_team,gw33_opponent_team,gw34_opponent_team,gw35_opponent_team,gw36_opponent_team,gw37_opponent_team,gw38_opponent_team
Benjamin White,1.0,DEF,20.0,2.0,5.0,18.0,13.0,11.0,17.0,3.0,12.0,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0,5.0,18.0,2.0,20.0,13.0,11.0,19.0,16.0,14.0,6.0,9.0,8.0,4.0,10.0,,3.0,12.0,15.0,17.0
BenoÃ®t Badiashile,6.0,DEF,13.0,20.0,7.0,3.0,19.0,5.0,16.0,12.0,15.0,14.0,1.0,11.0,2.0,17.0,18.0,4.0,8.0,9.0,10.0,7.0,3.0,20.0,13.0,19.0,5.0,2.0,17.0,11.0,1.0,18.0,4.0,10.0,9.0,8.0,12.0,15.0,14.0,16.0
Bernardo Veiga de Carvalho e Silva,13.0,MID,6.0,10.0,19.0,4.0,1.0,15.0,9.0,20.0,17.0,3.0,5.0,18.0,12.0,16.0,7.0,14.0,2.0,8.0,11.0,19.0,4.0,10.0,6.0,1.0,15.0,12.0,18.0,16.0,5.0,11.0,14.0,7.0,8.0,,20.0,17.0,3.0,9.0
Bernd Leno,9.0,GK,14.0,11.0,10.0,19.0,15.0,16.0,13.0,2.0,8.0,4.0,7.0,20.0,18.0,5.0,1.0,12.0,17.0,6.0,3.0,10.0,19.0,11.0,14.0,15.0,16.0,7.0,20.0,5.0,18.0,1.0,12.0,3.0,6.0,17.0,2.0,8.0,4.0,13.0
Bilal El Khannouss,,,,,2.0,7.0,8.0,1.0,3.0,17.0,16.0,10.0,14.0,6.0,4.0,19.0,5.0,15.0,20.0,12.0,13.0,2.0,7.0,9.0,18.0,8.0,1.0,4.0,19.0,6.0,14.0,13.0,15.0,5.0,12.0,20.0,17.0,16.0,10.0,3.0
Billy Gilmour,5.0,MID,8.0,14.0,1.0,10.0,16.0,6.0,18.0,15.0,20.0,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0,10.0,14.0,8.0,16.0,6.0,17.0,3.0,9.0,13.0,2.0,7.0,11.0,4.0,19.0,15.0,20.0,12.0,18.0
Bobby Clark,12.0,MID,10.0,4.0,14.0,16.0,3.0,20.0,7.0,6.0,1.0,5.0,2.0,17.0,13.0,15.0,,9.0,18.0,11.0,19.0,14.0,16.0,4.0,10.0,3.0,20.0,13.0,15.0,17.0,,8.0,9.0,19.0,11.0,18.0,6.0,1.0,5.0,7.0
Bobby De Cordova-Reid,11.0,MID,18.0,9.0,2.0,7.0,8.0,1.0,3.0,17.0,16.0,10.0,14.0,6.0,4.0,19.0,5.0,15.0,20.0,12.0,13.0,2.0,7.0,9.0,18.0,8.0,1.0,4.0,19.0,6.0,14.0,13.0,15.0,5.0,12.0,20.0,17.0,16.0,10.0,3.0
Boubacar Kamara,2.0,MID,19.0,1.0,11.0,8.0,20.0,10.0,14.0,9.0,3.0,18.0,12.0,7.0,6.0,4.0,17.0,16.0,13.0,15.0,5.0,11.0,8.0,1.0,19.0,20.0,10.0,6.0,7.0,4.0,,5.0,16.0,17.0,15.0,,9.0,3.0,18.0,14.0
Boubacar TraorÃ©,20.0,MID,1.0,6.0,16.0,15.0,2.0,12.0,4.0,13.0,5.0,7.0,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0,15.0,6.0,1.0,2.0,12.0,3.0,9.0,8.0,17.0,19.0,10.0,18.0,14.0,11.0,13.0,5.0,7.0,4.0
Boubakary SoumarÃ©,11.0,MID,18.0,9.0,2.0,7.0,8.0,1.0,3.0,17.0,16.0,10.0,14.0,6.0,4.0,19.0,5.0,15.0,20.0,12.0,13.0,2.0,7.0,9.0,18.0,8.0,1.0,4.0,19.0,6.0,14.0,13.0,15.0,5.0,12.0,20.0,17.0,16.0,10.0,3.0
Brajan Gruda,5.0,MID,8.0,14.0,1.0,10.0,16.0,6.0,18.0,15.0,20.0,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0,10.0,14.0,8.0,16.0,6.0,17.0,3.0,9.0,13.0,2.0,7.0,11.0,4.0,19.0,15.0,20.0,12.0,18.0
Brandon Austin,18.0,GK,11.0,8.0,15.0,1.0,4.0,14.0,5.0,19.0,7.0,2.0,10.0,13.0,9.0,3.0,6.0,17.0,12.0,16.0,20.0,15.0,1.0,8.0,11.0,4.0,14.0,10.0,13.0,3.0,9.0,6.0,17.0,20.0,16.0,12.0,19.0,7.0,2.0,5.0
Brayden Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,15.0,17.0
Brennan Johnson,18.0,MID,11.0,8.0,15.0,1.0,4.0,14.0,5.0,19.0,7.0,2.0,10.0,13.0,9.0,3.0,6.0,17.0,12.0,16.0,20.0,15.0,1.0,8.0,11.0,4.0,14.0,10.0,13.0,3.0,9.0,6.0,17.0,20.0,16.0,12.0,19.0,7.0,2.0,5.0
Bruno Borges Fernandes,14.0,MID,9.0,5.0,12.0,17.0,7.0,18.0,2.0,4.0,19.0,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0,12.0,17.0,5.0,9.0,7.0,18.0,8.0,10.0,1.0,11.0,16.0,13.0,15.0,20.0,3.0,4.0,19.0,6.0,2.0
Bruno GuimarÃ£es Rodriguez Moura,15.0,MID,17.0,3.0,18.0,20.0,9.0,13.0,8.0,5.0,6.0,1.0,16.0,19.0,7.0,12.0,4.0,11.0,10.0,2.0,14.0,18.0,20.0,3.0,17.0,9.0,13.0,16.0,12.0,19.0,,4.0,11.0,14.0,2.0,10.0,5.0,6.0,1.0,8.0
Bryan Gil Salvatierra,18.0,MID,11.0,8.0,15.0,1.0,4.0,14.0,5.0,19.0,7.0,2.0,10.0,13.0,9.0,3.0,6.0,17.0,12.0,16.0,20.0,15.0,1.0,8.0,11.0,4.0,14.0,10.0,13.0,3.0,9.0,6.0,17.0,20.0,16.0,12.0,19.0,7.0,2.0,5.0
Bryan Mbeumo,4.0,MID,7.0,12.0,17.0,13.0,18.0,19.0,20.0,14.0,10.0,9.0,3.0,8.0,11.0,2.0,15.0,6.0,16.0,5.0,1.0,17.0,13.0,12.0,7.0,18.0,19.0,11.0,8.0,2.0,3.0,15.0,6.0,1.0,5.0,16.0,14.0,10.0,9.0,20.0
Bukayo Saka,1.0,MID,20.0,2.0,5.0,18.0,13.0,11.0,17.0,3.0,12.0,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0,5.0,18.0,2.0,20.0,13.0,11.0,19.0,16.0,14.0,6.0,9.0,8.0,4.0,10.0,,3.0,12.0,15.0,17.0
Caleb Kporha,,,,,,,,,12.0,16.0,18.0,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0,11.0,19.0,4.0,14.0,8.0,9.0,2.0,10.0,,17.0,5.0,13.0,3.0,,16.0,18.0,20.0,12.0
Caleb Okoli,11.0,DEF,18.0,9.0,2.0,7.0,8.0,1.0,3.0,17.0,16.0,10.0,14.0,6.0,4.0,19.0,5.0,15.0,20.0,12.0,13.0,2.0,7.0,9.0,18.0,8.0,1.0,4.0,19.0,6.0,14.0,13.0,15.0,5.0,12.0,20.0,17.0,16.0,10.0,3.0
Caleb Wiley,6.0,DEF,13.0,20.0,7.0,3.0,19.0,5.0,16.0,12.0,15.0,14.0,1.0,11.0,2.0,17.0,18.0,4.0,8.0,9.0,10.0,7.0,3.0,20.0,13.0,19.0,5.0,2.0,17.0,11.0,1.0,18.0,4.0,10.0,9.0,8.0,12.0,15.0,14.0,16.0
Callan McKenna,,,,,,,,,,,,,,,,,,,,,,,,15.0,16.0,12.0,17.0,20.0,5.0,18.0,4.0,10.0,19.0,9.0,7.0,14.0,1.0,2.0,13.0,11.0
Callum Bates,,,,,,,,,,,,,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0,2.0,18.0,5.0,11.0,7.0,14.0,4.0,20.0,19.0,12.0,1.0,16.0,13.0,6.0,10.0,9.0,17.0,15.0
Callum Hudson-Odoi,16.0,MID,3.0,17.0,20.0,12.0,5.0,9.0,6.0,7.0,11.0,19.0,15.0,1.0,10.0,13.0,14.0,2.0,4.0,18.0,8.0,20.0,12.0,17.0,3.0,5.0,9.0,15.0,1.0,13.0,10.0,14.0,2.0,8.0,18.0,4.0,7.0,11.0,19.0,6.0
Callum Olusesi,,,,,,,,,,,,,,13.0,9.0,3.0,6.0,17.0,12.0,16.0,20.0,15.0,1.0,8.0,11.0,4.0,14.0,10.0,13.0,3.0,9.0,6.0,17.0,20.0,16.0,12.0,19.0,7.0,2.0,5.0
Callum Wilson,15.0,FWD,17.0,3.0,18.0,20.0,9.0,13.0,8.0,5.0,6.0,1.0,16.0,19.0,7.0,12.0,4.0,11.0,10.0,2.0,14.0,18.0,20.0,3.0,17.0,9.0,13.0,16.0,12.0,19.0,,4.0,11.0,14.0,2.0,10.0,5.0,6.0,1.0,8.0
Calvin Bassey,9.0,DEF,14.0,11.0,10.0,19.0,15.0,16.0,13.0,2.0,8.0,4.0,7.0,20.0,18.0,5.0,1.0,12.0,17.0,6.0,3.0,10.0,19.0,11.0,14.0,15.0,16.0,7.0,20.0,5.0,18.0,1.0,12.0,3.0,6.0,17.0,2.0,8.0,4.0,13.0
Cameron Archer,17.0,FWD,15.0,16.0,4.0,14.0,10.0,3.0,1.0,11.0,13.0,8.0,20.0,12.0,5.0,6.0,2.0,18.0,9.0,19.0,7.0,4.0,14.0,16.0,15.0,10.0,3.0,5.0,6.0,12.0,20.0,7.0,18.0,2.0,19.0,9.0,11.0,13.0,8.0,1.0
Cameron Burgess,10.0,DEF,12.0,13.0,9.0,5.0,17.0,2.0,19.0,8.0,4.0,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0,5.0,13.0,12.0,17.0,2.0,18.0,14.0,7.0,16.0,3.0,20.0,6.0,1.0,15.0,8.0,4.0,11.0,19.0
Cameron Humphreys,10.0,MID,12.0,13.0,9.0,5.0,17.0,2.0,19.0,8.0,4.0,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0,5.0,13.0,12.0,17.0,2.0,18.0,14.0,7.0,16.0,3.0,20.0,6.0,1.0,15.0,8.0,4.0,11.0,19.0
Cameron Peupion,5.0,MID,8.0,14.0,1.0,10.0,16.0,6.0,18.0,15.0,20.0,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0,10.0,14.0,8.0,16.0,6.0,17.0,3.0,9.0,13.0,2.0,7.0,11.0,4.0,19.0,15.0,20.0,12.0,18.0
Caoimhin Kelleher,12.0,GK,10.0,4.0,14.0,16.0,3.0,20.0,7.0,6.0,1.0,5.0,2.0,17.0,13.0,15.0,,9.0,18.0,11.0,19.0,14.0,16.0,4.0,10.0,3.0,20.0,13.0,15.0,17.0,,8.0,9.0,19.0,11.0,18.0,6.0,1.0,5.0,7.0
Carl Rushworth,5.0,GK,8.0,14.0,1.0,10.0,16.0,6.0,18.0,15.0,20.0,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0,10.0,14.0,8.0,16.0,6.0,17.0,3.0,9.0,13.0,2.0,7.0,11.0,4.0,19.0,15.0,20.0,12.0,18.0
Carlos Alcaraz DurÃ¡n,17.0,MID,15.0,16.0,4.0,14.0,10.0,3.0,1.0,11.0,13.0,8.0,20.0,12.0,5.0,6.0,2.0,18.0,9.0,19.0,7.0,4.0,14.0,16.0,15.0,11.0,7.0,14.0,4.0,20.0,19.0,12.0,1.0,16.0,13.0,6.0,10.0,9.0,17.0,15.0
Carlos Baleba,5.0,MID,8.0,14.0,1.0,10.0,16.0,6.0,18.0,15.0,20.0,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0,10.0,14.0,8.0,16.0,6.0,17.0,3.0,9.0,13.0,2.0,7.0,11.0,4.0,19.0,15.0,20.0,12.0,18.0
Carlos Henrique Casimiro,14.0,MID,9.0,5.0,12.0,17.0,7.0,18.0,2.0,4.0,19.0,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0,12.0,17.0,5.0,9.0,7.0,18.0,8.0,10.0,1.0,11.0,16.0,13.0,15.0,20.0,3.0,4.0,19.0,6.0,2.0
Carlos Miguel dos Santos Pereira,16.0,GK,3.0,17.0,20.0,12.0,5.0,9.0,6.0,7.0,11.0,19.0,15.0,1.0,10.0,13.0,14.0,2.0,4.0,18.0,8.0,20.0,12.0,17.0,3.0,5.0,9.0,15.0,1.0,13.0,10.0,14.0,2.0,8.0,18.0,4.0,7.0,11.0,19.0,6.0
Carlos Roberto Forbs Borges,,,,,,15.0,2.0,12.0,4.0,13.0,5.0,7.0,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0,15.0,6.0,1.0,2.0,12.0,3.0,9.0,8.0,17.0,19.0,10.0,18.0,14.0,11.0,13.0,5.0,7.0,4.0
Carlos Soler,,,,,,9.0,6.0,4.0,10.0,18.0,14.0,16.0,8.0,15.0,1.0,11.0,20.0,3.0,5.0,17.0,12.0,13.0,9.0,7.0,2.0,6.0,4.0,1.0,11.0,15.0,8.0,20.0,3.0,12.0,17.0,5.0,18.0,14.0,16.0,10.0
Carlos VinÃ­cius Alves Morais,9.0,FWD,14.0,11.0,10.0,19.0,15.0,16.0,13.0,2.0,8.0,4.0,7.0,20.0,18.0,5.0,1.0,12.0,17.0,6.0,3.0,10.0,19.0,11.0,14.0,15.0,16.0,7.0,20.0,5.0,18.0,1.0,12.0,3.0,6.0,17.0,2.0,8.0,4.0,13.0
Carney Chukwuemeka,6.0,MID,13.0,20.0,7.0,3.0,19.0,5.0,16.0,12.0,15.0,14.0,1.0,11.0,2.0,17.0,18.0,4.0,8.0,9.0,10.0,7.0,3.0,20.0,13.0,19.0,5.0,2.0,17.0,11.0,1.0,18.0,4.0,10.0,9.0,8.0,12.0,15.0,14.0,16.0
Cesare Casadei,6.0,MID,13.0,20.0,7.0,3.0,19.0,5.0,16.0,12.0,15.0,14.0,1.0,11.0,2.0,17.0,18.0,4.0,8.0,9.0,10.0,7.0,3.0,20.0,13.0,19.0,5.0,2.0,17.0,11.0,1.0,18.0,4.0,10.0,9.0,8.0,12.0,15.0,14.0,16.0
Chadi Riad Dnanou,7.0,DEF,4.0,19.0,6.0,11.0,14.0,8.0,12.0,16.0,18.0,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0,11.0,19.0,4.0,14.0,8.0,9.0,2.0,10.0,,17.0,5.0,13.0,3.0,,16.0,18.0,20.0,12.0
Charlie Tasker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,11.0,4.0,19.0,15.0,20.0,12.0,18.0
Charlie Taylor,17.0,DEF,15.0,16.0,4.0,14.0,10.0,3.0,1.0,11.0,13.0,8.0,20.0,12.0,5.0,6.0,2.0,18.0,9.0,19.0,7.0,4.0,14.0,16.0,15.0,10.0,3.0,5.0,6.0,12.0,20.0,7.0,18.0,2.0,19.0,9.0,11.0,13.0,8.0,1.0
Cheick DoucourÃ©,7.0,MID,4.0,19.0,6.0,11.0,14.0,8.0,12.0,16.0,18.0,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0,11.0,19.0,4.0,14.0,8.0,9.0,2.0,10.0,,17.0,5.0,13.0,3.0,,16.0,18.0,20.0,12.0
Chido Obi-Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,8.0,10.0,1.0,11.0,16.0,13.0,15.0,20.0,3.0,4.0,19.0,6.0,2.0
Chiedozie Ogbene,,,,,9.0,5.0,17.0,2.0,19.0,8.0,4.0,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0,5.0,13.0,12.0,17.0,2.0,18.0,14.0,7.0,16.0,3.0,20.0,6.0,1.0,15.0,8.0,4.0,11.0,19.0
Chris Mepham,3.0,DEF,16.0,15.0,8.0,6.0,12.0,17.0,11.0,1.0,2.0,13.0,4.0,5.0,20.0,18.0,10.0,19.0,14.0,7.0,9.0,8.0,6.0,15.0,16.0,12.0,17.0,20.0,5.0,18.0,4.0,10.0,19.0,9.0,7.0,14.0,1.0,2.0,13.0,11.0
Chris Richards,7.0,DEF,4.0,19.0,6.0,11.0,14.0,8.0,12.0,16.0,18.0,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0,11.0,19.0,4.0,14.0,8.0,9.0,2.0,10.0,,17.0,5.0,13.0,3.0,,16.0,18.0,20.0,12.0
Chris Wood,16.0,FWD,3.0,17.0,20.0,12.0,5.0,9.0,6.0,7.0,11.0,19.0,15.0,1.0,10.0,13.0,14.0,2.0,4.0,18.0,8.0,20.0,12.0,17.0,3.0,5.0,9.0,15.0,1.0,13.0,10.0,14.0,2.0,8.0,18.0,4.0,7.0,11.0,19.0,6.0
Christian Eriksen,14.0,MID,9.0,5.0,12.0,17.0,7.0,18.0,2.0,4.0,19.0,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0,12.0,17.0,5.0,9.0,7.0,18.0,8.0,10.0,1.0,11.0,16.0,13.0,15.0,20.0,3.0,4.0,19.0,6.0,2.0
Christian NÃ¸rgaard,4.0,MID,7.0,12.0,17.0,13.0,18.0,19.0,20.0,14.0,10.0,9.0,3.0,8.0,11.0,2.0,15.0,6.0,16.0,5.0,1.0,17.0,13.0,12.0,7.0,18.0,19.0,11.0,8.0,2.0,3.0,15.0,6.0,1.0,5.0,16.0,14.0,10.0,9.0,20.0
Christian Walton,10.0,GK,12.0,13.0,9.0,5.0,17.0,2.0,19.0,8.0,4.0,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0,5.0,13.0,12.0,17.0,2.0,18.0,14.0,7.0,16.0,3.0,20.0,6.0,1.0,15.0,8.0,4.0,11.0,19.0
Christopher Nkunku,6.0,MID,13.0,20.0,7.0,3.0,19.0,5.0,16.0,12.0,15.0,14.0,1.0,11.0,2.0,17.0,18.0,4.0,8.0,9.0,10.0,7.0,3.0,20.0,13.0,19.0,5.0,2.0,17.0,11.0,1.0,18.0,4.0,10.0,9.0,8.0,12.0,15.0,14.0,16.0
Cieran Slicker,10.0,GK,12.0,13.0,9.0,5.0,17.0,2.0,19.0,8.0,4.0,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0,5.0,13.0,12.0,17.0,2.0,18.0,14.0,7.0,16.0,3.0,20.0,6.0,1.0,15.0,8.0,4.0,11.0,19.0
Claudio Echeverri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,11.0,14.0,7.0,8.0,,20.0,17.0,3.0,9.0
Coby Ebere,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,14.0,4.0,20.0,19.0,12.0,1.0,16.0,13.0,6.0,10.0,9.0,17.0,15.0
Cody Gakpo,12.0,FWD,10.0,4.0,14.0,16.0,3.0,20.0,7.0,6.0,1.0,5.0,2.0,17.0,13.0,15.0,,9.0,18.0,11.0,19.0,14.0,16.0,4.0,10.0,3.0,20.0,13.0,15.0,17.0,,8.0,9.0,19.0,11.0,18.0,6.0,1.0,5.0,7.0
Cole Palmer,6.0,MID,13.0,20.0,7.0,3.0,19.0,5.0,16.0,12.0,15.0,14.0,1.0,11.0,2.0,17.0,18.0,4.0,8.0,9.0,10.0,7.0,3.0,20.0,13.0,19.0,5.0,2.0,17.0,11.0,1.0,18.0,4.0,10.0,9.0,8.0,12.0,15.0,14.0,16.0
Conor Bradley,12.0,DEF,10.0,4.0,14.0,16.0,3.0,20.0,7.0,6.0,1.0,5.0,2.0,17.0,13.0,15.0,,9.0,18.0,11.0,19.0,14.0,16.0,4.0,10.0,3.0,20.0,13.0,15.0,17.0,,8.0,9.0,19.0,11.0,18.0,6.0,1.0,5.0,7.0
Conor Chaplin,10.0,MID,12.0,13.0,9.0,5.0,17.0,2.0,19.0,8.0,4.0,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0,5.0,13.0,12.0,17.0,2.0,18.0,14.0,7.0,16.0,3.0,20.0,6.0,1.0,15.0,8.0,4.0,11.0,19.0
Conor Coady,11.0,DEF,18.0,9.0,2.0,7.0,8.0,1.0,3.0,17.0,16.0,10.0,14.0,6.0,4.0,19.0,5.0,15.0,20.0,12.0,13.0,2.0,7.0,9.0,18.0,8.0,1.0,4.0,19.0,6.0,14.0,13.0,15.0,5.0,12.0,20.0,17.0,16.0,10.0,3.0
Conor Gallagher,6.0,MID,13.0,20.0,7.0,3.0,19.0,5.0,16.0,12.0,15.0,14.0,1.0,11.0,2.0,17.0,18.0,4.0,8.0,9.0,10.0,7.0,3.0,20.0,13.0,19.0,5.0,2.0,17.0,11.0,1.0,18.0,4.0,10.0,9.0,8.0,12.0,15.0,14.0,16.0
Conor Townsend,10.0,DEF,12.0,13.0,9.0,5.0,17.0,2.0,19.0,8.0,4.0,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0,5.0,13.0,12.0,17.0,2.0,18.0,14.0,7.0,16.0,3.0,20.0,6.0,1.0,15.0,8.0,4.0,11.0,19.0
Corrie Ndaba,10.0,DEF,12.0,13.0,9.0,5.0,17.0,2.0,19.0,8.0,4.0,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0,5.0,13.0,12.0,17.0,2.0,18.0,14.0,7.0,16.0,3.0,20.0,6.0,1.0,15.0,8.0,4.0,11.0,19.0
Craig Dawson,20.0,DEF,1.0,6.0,16.0,15.0,2.0,12.0,4.0,13.0,5.0,7.0,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0,15.0,6.0,1.0,2.0,12.0,3.0,9.0,8.0,17.0,19.0,10.0,18.0,14.0,11.0,13.0,5.0,7.0,4.0
Cristian Romero,18.0,DEF,11.0,8.0,15.0,1.0,4.0,14.0,5.0,19.0,7.0,2.0,10.0,13.0,9.0,3.0,6.0,17.0,12.0,16.0,20.0,15.0,1.0,8.0,11.0,4.0,14.0,10.0,13.0,3.0,9.0,6.0,17.0,20.0,16.0,12.0,19.0,7.0,2.0,5.0
Crysencio Summerville,19.0,MID,2.0,7.0,13.0,9.0,6.0,4.0,10.0,18.0,14.0,16.0,8.0,15.0,1.0,11.0,20.0,3.0,5.0,17.0,12.0,13.0,9.0,7.0,2.0,6.0,4.0,1.0,11.0,15.0,8.0,20.0,3.0,12.0,17.0,5.0,18.0,14.0,16.0,10.0
Curtis Jones,12.0,MID,10.0,4.0,14.0,16.0,3.0,20.0,7.0,6.0,1.0,5.0,2.0,17.0,13.0,15.0,,9.0,18.0,11.0,19.0,14.0,16.0,4.0,10.0,3.0,20.0,13.0,15.0,17.0,,8.0,9.0,19.0,11.0,18.0,6.0,1.0,5.0,7.0
Daichi Kamada,7.0,MID,4.0,19.0,6.0,11.0,14.0,8.0,12.0,16.0,18.0,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0,11.0,19.0,4.0,14.0,8.0,9.0,2.0,10.0,,17.0,5.0,13.0,3.0,,16.0,18.0,20.0,12.0
Damola Ajayi,,,,,,,,,,,,,,,,,,,,,,,,8.0,11.0,4.0,14.0,10.0,13.0,3.0,9.0,6.0,17.0,20.0,16.0,12.0,19.0,7.0,2.0,5.0
Dan Burn,15.0,DEF,17.0,3.0,18.0,20.0,9.0,13.0,8.0,5.0,6.0,1.0,16.0,19.0,7.0,12.0,4.0,11.0,10.0,2.0,14.0,18.0,20.0,3.0,17.0,9.0,13.0,16.0,12.0,19.0,,4.0,11.0,14.0,2.0,10.0,5.0,6.0,1.0,8.0
Dane Scarlett,18.0,FWD,11.0,8.0,15.0,1.0,4.0,14.0,5.0,19.0,7.0,2.0,10.0,13.0,9.0,3.0,6.0,17.0,12.0,16.0,20.0,15.0,1.0,8.0,11.0,4.0,14.0,10.0,13.0,3.0,9.0,6.0,17.0,20.0,16.0,12.0,19.0,7.0,2.0,5.0
Dango Ouattara,3.0,MID,16.0,15.0,8.0,6.0,12.0,17.0,11.0,1.0,2.0,13.0,4.0,5.0,20.0,18.0,10.0,19.0,14.0,7.0,9.0,8.0,6.0,15.0,16.0,12.0,17.0,20.0,5.0,18.0,4.0,10.0,19.0,9.0,7.0,14.0,1.0,2.0,13.0,11.0
Daniel Adu-Adjei,,,,,,,,,,,,,,,,,,,,,,,6.0,15.0,16.0,12.0,17.0,20.0,5.0,18.0,4.0,10.0,19.0,9.0,7.0,14.0,1.0,2.0,13.0,11.0
Daniel Bentley,20.0,GK,1.0,6.0,16.0,15.0,2.0,12.0,4.0,13.0,5.0,7.0,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0,15.0,6.0,1.0,2.0,12.0,3.0,9.0,8.0,17.0,19.0,10.0,18.0,14.0,11.0,13.0,5.0,7.0,4.0
Daniel Castelo Podence,20.0,MID,1.0,6.0,16.0,15.0,2.0,12.0,4.0,13.0,5.0,7.0,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0,15.0,6.0,1.0,2.0,12.0,3.0,9.0,8.0,17.0,19.0,10.0,18.0,14.0,11.0,13.0,5.0,7.0,4.0
Daniel Iversen,11.0,GK,18.0,9.0,2.0,7.0,8.0,1.0,3.0,17.0,16.0,10.0,14.0,6.0,4.0,19.0,5.0,15.0,20.0,12.0,13.0,2.0,7.0,9.0,18.0,8.0,1.0,4.0,19.0,6.0,14.0,13.0,15.0,5.0,12.0,20.0,17.0,16.0,10.0,3.0
Daniel Jebbison,3.0,FWD,16.0,15.0,8.0,6.0,12.0,17.0,11.0,1.0,2.0,13.0,4.0,5.0,20.0,18.0,10.0,19.0,14.0,7.0,9.0,8.0,6.0,15.0,16.0,12.0,17.0,20.0,5.0,18.0,4.0,10.0,19.0,9.0,7.0,14.0,1.0,2.0,13.0,11.0
Daniel MuÃ±oz,7.0,DEF,4.0,19.0,6.0,11.0,14.0,8.0,12.0,16.0,18.0,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0,11.0,19.0,4.0,14.0,8.0,9.0,2.0,10.0,,17.0,5.0,13.0,3.0,,16.0,18.0,20.0,12.0
Danilo dos Santos de Oliveira,16.0,MID,3.0,17.0,20.0,12.0,5.0,9.0,6.0,7.0,11.0,19.0,15.0,1.0,10.0,13.0,14.0,2.0,4.0,18.0,8.0,20.0,12.0,17.0,3.0,5.0,9.0,15.0,1.0,13.0,10.0,14.0,2.0,8.0,18.0,4.0,7.0,11.0,19.0,6.0
Danny Ings,19.0,FWD,2.0,7.0,13.0,9.0,6.0,4.0,10.0,18.0,14.0,16.0,8.0,15.0,1.0,11.0,20.0,3.0,5.0,17.0,12.0,13.0,9.0,7.0,2.0,6.0,4.0,1.0,11.0,15.0,8.0,20.0,3.0,12.0,17.0,5.0,18.0,14.0,16.0,10.0
