name,team,position,gw1_minutes,gw2_minutes,gw3_minutes,gw4_minutes,gw5_minutes,gw6_minutes,gw7_minutes,gw8_minutes,gw9_minutes,gw10_minutes,gw11_minutes,gw12_minutes,gw13_minutes,gw14_minutes,gw15_minutes,gw16_minutes,gw17_minutes,gw18_minutes,gw19_minutes,gw20_minutes,gw21_minutes,gw22_minutes,gw23_minutes,gw24_minutes,gw25_minutes,gw26_minutes,gw27_minutes,gw28_minutes,gw29_minutes,gw30_minutes,gw31_minutes,gw32_minutes,gw33_minutes,gw34_minutes,gw35_minutes,gw36_minutes,gw37_minutes,gw38_minutes
Adam Smith,3.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,7.0,85.0,0.0,5.0,0.0,22.0,90.0,90.0,90.0,90.0,,90.0,90.0,81.0,0.0,90.0,90.0,84.0,90.0,90.0,90.0,73.0,,90.0,89.0,90.0,69.0,45.0,90.0,88.0,80.0,0.0
Adam Webster,5.0,DEF,0.0,90.0,90.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,18.0,0.0,0.0,0.0,45.0,0.0,90.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.0,90.0,90.0,90.0
Adam Wharton,,,,,,,,,,,,,,,,,,,,,,,,,62.0,90.0,87.0,65.0,70.0,80.0,,79.0,85.0,90.0,90.0,60.0,90.0,90.0,90.0,86.0
Adama TraorÃ©,,,,4.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,13.0,6.0,20.0,0.0,27.0,57.0,25.0,1.0,5.0,0.0,26.0,45.0,78.0
Ademola Ola-Adebomi,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Admiral Muskwe,12.0,FWD,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdriÃ¡n San Miguel del Castillo,11.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aidan Francis-Clarke,12.0,DEF,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Sambi Lokonga,1.0,MID,0.0,0.0,0.0,0.0,74.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,79.0,90.0,90.0,85.0,67.0,90.0,90.0,90.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,90.0,90.0,90.0,90.0
Alejandro Garnacho,14.0,MID,67.0,65.0,0.0,6.0,5.0,0.0,29.0,27.0,26.0,17.0,90.0,67.0,71.0,90.0,90.0,78.0,70.0,84.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,81.0,82.0,,58.0,85.0,79.0,45.0,90.0,90.0,90.0,90.0,90.0
Alejo VÃ©liz,18.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Aleksandar MitroviÄ,10.0,FWD,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Iwobi,9.0,MID,90.0,50.0,0.0,0.0,28.0,15.0,36.0,78.0,45.0,90.0,88.0,81.0,90.0,74.0,75.0,78.0,76.0,90.0,90.0,71.0,0.0,0.0,0.0,0.0,45.0,90.0,68.0,90.0,81.0,73.0,32.0,90.0,73.0,84.0,90.0,90.0,90.0,90.0
Alex Matos,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Mighten,16.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Murphy,15.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Alex Scott,3.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,90.0,43.0,0.0,0.0,0.0,0.0,0.0,,41.0,90.0,21.0,35.0,67.0,34.0,62.0,19.0,21.0,45.0,16.0,,0.0,45.0,3.0,0.0,14.0,76.0,70.0,10.0,20.0
Alex Telles,14.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Isak,15.0,FWD,67.0,65.0,71.0,73.0,0.0,20.0,90.0,85.0,20.0,0.0,0.0,0.0,80.0,90.0,90.0,63.0,0.0,52.0,90.0,90.0,90.0,42.0,0.0,0.0,0.0,63.0,69.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,76.0,67.0,80.0
Alexandre Moreno Lopera,2.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,12.0,90.0,16.0,40.0,90.0,90.0,90.0,90.0,86.0,80.0,58.0,78.0,32.0,62.0,62.0,19.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0
Alexis Mac Allister,11.0,MID,90.0,57.0,76.0,86.0,45.0,87.0,79.0,90.0,90.0,90.0,90.0,0.0,84.0,64.0,58.0,0.0,0.0,0.0,0.0,15.0,90.0,90.0,90.0,90.0,82.0,,90.0,90.0,,90.0,90.0,90.0,90.0,16.0,90.0,74.0,90.0,69.0
Alfie Dorrington,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Alfie Doughty,12.0,DEF,26.0,,20.0,77.0,16.0,71.0,82.0,90.0,90.0,78.0,90.0,72.0,78.0,0.0,87.0,90.0,,90.0,78.0,90.0,90.0,90.0,78.0,86.0,81.0,,90.0,90.0,45.0,82.0,90.0,90.0,90.0,90.0,87.0,90.0,86.0,90.0
Alfie Gilchrist,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,6.0,0.0,,0.0,0.0,,3.0,15.0,0.0,2.0,77.0,0.0,1.0,0.0,0.0
Alfie Whiteman,18.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Alisson Ramses Becker,11.0,GK,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0
Allan Campbell,12.0,MID,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Saint-Maximin,15.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,19.0,GK,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,45.0,90.0,90.0,90.0,90.0,90.0,90.0,45.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0
Altay Bayindir,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amad Diallo,14.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,0.0,0.0,45.0,35.0,25.0,10.0,69.0,74.0
Amadou Diallo,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Onana,9.0,MID,90.0,90.0,90.0,90.0,90.0,76.0,90.0,90.0,79.0,90.0,0.0,45.0,0.0,0.0,0.0,45.0,90.0,78.0,90.0,90.0,90.0,0.0,0.0,12.0,24.0,41.0,90.0,90.0,,78.0,60.0,0.0,45.0,0.0,12.0,35.0,90.0,90.0
Amara Nallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amari'i Bell,12.0,DEF,90.0,,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,,75.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ameen Al-Dakhil,6.0,DEF,90.0,,90.0,90.0,90.0,90.0,90.0,45.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anass Zaroury,6.0,MID,30.0,,0.0,0.0,27.0,0.0,2.0,0.0,0.0,67.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andi Zeqiri,5.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Brooks,17.0,MID,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,72.0,57.0,57.0,45.0,79.0,79.0,45.0,49.0,0.0,27.0,0.0,45.0,0.0,,0.0,12.0,0.0,0.0,12.0,69.0,65.0,54.0,28.0
Andreas Hoelgebaum Pereira,10.0,MID,32.0,67.0,62.0,90.0,80.0,74.0,74.0,70.0,45.0,32.0,80.0,73.0,75.0,61.0,90.0,90.0,60.0,64.0,82.0,18.0,81.0,90.0,84.0,84.0,74.0,67.0,68.0,61.0,71.0,84.0,70.0,64.0,73.0,90.0,84.0,74.0,73.0,0.0
Andrew Omobamidele,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,0.0,1.0,45.0,90.0,90.0,0.0,0.0,90.0,90.0,90.0,0.0,16.0,0.0,0.0,0.0
Andrew Robertson,11.0,DEF,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,90.0,90.0,,59.0,29.0,,0.0,30.0,90.0,90.0,90.0,90.0,63.0,0.0,90.0
Andrey Nascimento dos Santos,7.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andros Townsend,,,,,,,,,,,18.0,33.0,60.0,60.0,60.0,30.0,61.0,71.0,,80.0,83.0,61.0,63.0,22.0,0.0,22.0,22.0,,52.0,3.0,30.0,90.0,80.0,61.0,58.0,19.0,0.0,10.0,0.0,14.0
AndrÃ© Onana,14.0,GK,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
AndrÃ© Tavares Gomes,9.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,64.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,,18.0,30.0,90.0,45.0,66.0,0.0,36.0,24.0,0.0
Andy Lonergan,9.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anel AhmedhodÅ¾iÄ,17.0,DEF,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,45.0,90.0,90.0,90.0,90.0,0.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,63.0,21.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0
Angelo Ogbonna,19.0,DEF,0.0,21.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,90.0,90.0,0.0
Anis Slimane,17.0,MID,10.0,0.0,0.0,0.0,0.0,24.0,11.0,0.0,0.0,58.0,0.0,5.0,0.0,0.0,0.0,37.0,10.0,75.0,18.0,66.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,1.0,0.0,11.0,0.0,35.0,0.0
Anssumane Fati Vieira,,,,,,0.0,26.0,45.0,45.0,1.0,25.0,32.0,22.0,70.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,14.0,29.0,45.0,59.0,,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,9.0
Anthony Elanga,16.0,MID,10.0,21.0,9.0,45.0,90.0,34.0,60.0,24.0,87.0,90.0,90.0,90.0,90.0,90.0,90.0,83.0,90.0,90.0,89.0,86.0,0.0,12.0,77.0,90.0,90.0,90.0,90.0,29.0,90.0,45.0,82.0,90.0,0.0,37.0,73.0,66.0,18.0,87.0
Anthony Gordon,15.0,MID,67.0,55.0,71.0,90.0,90.0,78.0,90.0,0.0,69.0,90.0,90.0,90.0,90.0,90.0,90.0,73.0,83.0,90.0,90.0,90.0,85.0,90.0,45.0,90.0,90.0,90.0,90.0,35.0,,90.0,0.0,90.0,90.0,90.0,81.0,84.0,90.0,0.0
Anthony Knockaert,10.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Martial,14.0,FWD,0.0,5.0,59.0,66.0,26.0,0.0,13.0,19.0,27.0,4.0,11.0,11.0,83.0,60.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Semenyo,3.0,FWD,15.0,75.0,72.0,59.0,0.0,26.0,7.0,0.0,0.0,68.0,19.0,80.0,65.0,70.0,61.0,57.0,,69.0,71.0,29.0,0.0,67.0,45.0,27.0,77.0,90.0,90.0,90.0,,90.0,45.0,68.0,0.0,27.0,90.0,90.0,90.0,90.0
Antonee Robinson,10.0,DEF,90.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,74.0,71.0,90.0,81.0,82.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,78.0
Antony Matheus dos Santos,14.0,MID,76.0,65.0,84.0,83.0,0.0,0.0,0.0,27.0,63.0,4.0,62.0,22.0,0.0,29.0,90.0,78.0,81.0,72.0,10.0,53.0,2.0,17.0,2.0,0.0,0.0,1.0,15.0,7.0,,31.0,90.0,24.0,0.0,54.0,90.0,59.0,20.0,0.0
Antwoine Hackford,17.0,FWD,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aribim Pepple,12.0,FWD,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arijanet Muric,6.0,GK,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Armando Broja,7.0,FWD,0.0,0.0,0.0,0.0,0.0,11.0,64.0,45.0,0.0,0.0,0.0,1.0,21.0,9.0,13.0,66.0,15.0,58.0,19.0,61.0,65.0,0.0,16.0,15.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,5.0,1.0,0.0,5.0,0.0,23.0,0.0
Arnaut Danjuma Groeneveld,9.0,MID,18.0,52.0,90.0,90.0,90.0,13.0,6.0,0.0,10.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,10.0,16.0,62.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Phillips,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Ashley Young,9.0,DEF,90.0,90.0,90.0,90.0,86.0,90.0,77.0,90.0,36.0,0.0,89.0,89.0,72.0,90.0,90.0,40.0,0.0,0.0,0.0,0.0,0.0,80.0,79.0,77.0,65.0,1.0,0.0,15.0,,18.0,90.0,82.0,90.0,90.0,90.0,66.0,90.0,90.0
Auston Trusty,17.0,DEF,0.0,0.0,0.0,0.0,4.0,0.0,11.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,87.0,90.0,90.0,90.0,90.0,90.0,79.0,90.0,90.0,0.0,59.0,90.0,90.0,90.0,,5.0,77.0,86.0,90.0,90.0,90.0,90.0,90.0,90.0
Axel Disasi,7.0,DEF,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,66.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,,90.0,74.0,90.0,0.0,90.0,1.0,8.0,0.0,0.0
Axel Piesold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aymeric Laporte,13.0,DEF,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bailey Peacock-Farrell,6.0,GK,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bart Verbruggen,5.0,GK,0.0,0.0,90.0,90.0,0.0,90.0,0.0,90.0,0.0,0.0,90.0,0.0,90.0,0.0,0.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,90.0,0.0,90.0,,90.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0
Bashir Humphreys,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Brereton,,,,,,,,,,,,,,,,,,,,,,,66.0,45.0,64.0,0.0,0.0,0.0,0.0,79.0,,90.0,62.0,90.0,90.0,90.0,90.0,90.0,90.0,69.0
