name,team,position,gw1_expected_goals,gw2_expected_goals,gw3_expected_goals,gw4_expected_goals,gw5_expected_goals,gw6_expected_goals,gw7_expected_goals,gw8_expected_goals,gw9_expected_goals,gw10_expected_goals,gw11_expected_goals,gw12_expected_goals,gw13_expected_goals,gw14_expected_goals,gw15_expected_goals,gw16_expected_goals,gw17_expected_goals,gw18_expected_goals,gw19_expected_goals,gw20_expected_goals,gw21_expected_goals,gw22_expected_goals,gw23_expected_goals,gw24_expected_goals,gw25_expected_goals,gw26_expected_goals,gw27_expected_goals,gw28_expected_goals,gw29_expected_goals,gw30_expected_goals,gw31_expected_goals,gw32_expected_goals,gw33_expected_goals,gw34_expected_goals,gw35_expected_goals,gw36_expected_goals,gw37_expected_goals,gw38_expected_goals
Benjamin White,1.0,DEF,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.19,0.0,0.02,,0.0,0.04,0.02,0.0
BenoÃ®t Badiashile,6.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo Veiga de Carvalho e Silva,13.0,MID,0.13,0.11,0.29,0.0,0.06,0.09,0.2,0.35,0.0,0.09,0.07,0.05,0.1,0.84,0.0,0.0,0.0,0.27,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,,0.0,0.36,0.3,0.0
Bernd Leno,9.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bilal El Khannouss,,,,,0.03,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.05,0.0,0.04,0.02,0.05,0.04,0.0,0.07,0.04,0.02,0.0,0.04,0.05,0.07,0.02,0.07,0.05,0.04,0.04,0.28,0.07,0.04,0.0
Billy Gilmour,5.0,MID,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Clark,12.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby De Cordova-Reid,11.0,MID,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
Boubacar Kamara,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.03,0.0,0.1,0.04,0.0,0.0,0.0,0.0,,0.0,0.09,0.0,0.01,,0.0,0.41,0.04,0.0
Boubacar TraorÃ©,20.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubakary SoumarÃ©,11.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Brajan Gruda,5.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.6,0.14,0.05
Brandon Austin,18.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brayden Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Brennan Johnson,18.0,MID,0.12,0.18,0.37,0.27,0.49,0.97,0.69,0.89,0.27,0.59,0.77,1.13,0.31,0.0,0.0,0.43,0.13,0.39,0.15,0.21,0.05,0.0,0.0,0.0,0.0,1.15,0.05,0.0,0.0,0.0,0.58,0.08,0.0,0.0,0.0,0.0,0.0,0.48
Bruno Borges Fernandes,14.0,MID,1.19,0.07,0.02,0.22,0.36,0.0,0.04,0.12,0.46,1.27,0.24,0.17,0.03,0.0,0.23,1.24,0.46,0.05,0.0,0.06,0.48,0.88,0.06,0.19,0.02,0.12,0.0,0.36,0.23,0.13,0.17,0.0,0.59,0.05,0.0,0.14,0.03,0.25
Bruno GuimarÃ£es Rodriguez Moura,15.0,MID,0.0,0.1,0.0,0.03,0.05,0.0,0.26,0.05,0.04,0.04,0.12,0.0,0.0,0.19,0.1,0.83,0.06,0.2,0.0,0.0,0.08,0.05,0.0,0.05,0.03,0.08,0.0,0.48,,0.0,0.0,0.61,0.09,0.28,0.07,0.1,0.29,0.06
Bryan Gil Salvatierra,18.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Mbeumo,4.0,MID,0.09,0.03,0.81,0.19,0.64,0.25,0.84,0.03,0.91,0.0,0.09,0.0,0.0,0.0,0.38,0.53,0.07,0.03,0.07,1.28,0.31,0.24,1.13,0.22,0.42,0.19,0.31,0.05,0.12,0.87,0.13,0.0,0.6,0.19,0.06,0.18,0.99,0.27
Bukayo Saka,1.0,MID,0.35,0.05,0.95,0.05,0.0,0.29,0.31,0.0,0.23,0.2,0.03,0.29,0.87,0.13,0.09,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.14,0.12,0.52,,0.48,0.38,0.06,0.07
Caleb Kporha,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Caleb Okoli,11.0,DEF,0.0,0.0,0.04,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Wiley,6.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callan McKenna,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Bates,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Hudson-Odoi,16.0,MID,0.07,0.04,0.15,0.07,0.11,0.15,0.0,0.07,0.08,0.27,0.0,0.03,0.23,0.0,0.0,0.03,0.11,0.05,0.0,0.3,0.07,0.09,0.0,0.0,0.1,0.05,0.05,0.09,0.0,0.0,0.19,0.12,0.0,0.0,0.0,0.0,0.0,0.0
Callum Olusesi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Wilson,15.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.0,,0.11,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
Calvin Bassey,9.0,DEF,0.1,0.0,0.0,0.08,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.29,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
Cameron Archer,17.0,FWD,0.19,0.0,0.0,0.83,1.26,0.0,0.06,1.02,0.1,0.06,0.0,0.0,0.53,0.1,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.33,0.05,0.0,0.08,0.0,0.0,0.07,0.14,0.0,0.0,0.0,0.0,0.62,0.0
Cameron Burgess,10.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.0,0.06,0.0,0.33,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0
Cameron Humphreys,10.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Peupion,5.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caoimhin Kelleher,12.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl Rushworth,5.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Alcaraz DurÃ¡n,17.0,MID,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.33,0.12,0.21,0.32,0.0,0.09,0.0,0.03,0.0,0.12,0.0,0.25
Carlos Baleba,5.0,MID,0.0,0.0,0.18,0.2,0.03,0.34,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.11,0.0,0.05,0.0,0.04,0.06,0.04,0.0,0.02,0.07,0.0,0.07,1.11,0.0,0.0,0.46,0.01,0.05,0.0,0.0,0.02,0.02,0.0,0.0,0.07
Carlos Henrique Casimiro,14.0,MID,0.16,0.1,0.0,0.0,0.0,0.17,0.0,0.07,0.4,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.01,0.02,0.09,0.03,0.0,0.0,0.22,0.0,0.0,0.0,0.17
Carlos Miguel dos Santos Pereira,16.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Roberto Forbs Borges,,,,,,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Soler,,,,,,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.04,0.13,0.0,0.18,0.18,0.02,0.0,0.32,0.0,0.0,0.07,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.47,0.03,0.0,0.0,0.0,0.12,0.0
Carlos VinÃ­cius Alves Morais,9.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carney Chukwuemeka,6.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesare Casadei,6.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chadi Riad Dnanou,7.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Charlie Tasker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Taylor,17.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheick DoucourÃ©,7.0,MID,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.13,0.0,0.19,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Chido Obi-Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.34,0.0,0.0,0.05
Chiedozie Ogbene,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Mepham,3.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Richards,7.0,DEF,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.02,0.0,0.13,0.0,0.02,0.09,,0.0,0.0,0.53,0.0,,0.07,0.04,0.0,0.0
Chris Wood,16.0,FWD,0.71,0.24,0.47,0.13,0.79,0.0,0.16,0.82,0.35,0.78,0.0,0.0,0.79,0.5,0.33,0.07,0.3,0.0,0.32,0.36,0.16,0.73,0.0,2.16,0.14,0.02,0.16,0.25,0.16,0.0,0.0,0.0,0.12,0.26,0.24,0.74,0.21,0.95
Christian Eriksen,14.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.04,0.07,0.07,0.0,0.87
Christian NÃ¸rgaard,4.0,MID,0.0,0.1,0.27,0.0,0.0,0.0,0.39,0.02,0.29,0.0,0.08,0.0,0.14,0.0,0.0,0.32,0.08,0.04,0.0,0.34,0.09,0.07,0.0,0.11,0.06,0.24,0.0,0.19,0.18,0.09,0.0,0.0,0.44,0.06,0.23,0.0,0.32,0.08
Christian Walton,10.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Nkunku,6.0,MID,0.15,0.0,0.0,0.3,0.59,0.0,0.76,0.05,0.17,0.0,0.0,0.05,0.03,1.15,0.0,0.0,0.0,0.27,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.42,0.15,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cieran Slicker,10.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio Echeverri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Coby Ebere,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Gakpo,12.0,FWD,0.0,0.03,0.34,0.0,0.07,0.0,0.06,0.02,0.0,0.1,0.06,0.11,1.36,0.1,,0.58,0.06,0.11,0.21,0.5,0.11,0.47,1.09,0.02,0.0,0.0,0.52,0.0,,0.0,0.0,0.0,0.24,0.18,0.06,0.57,0.09,0.06
Cole Palmer,6.0,MID,0.07,0.67,0.11,0.0,0.42,2.41,0.39,0.38,0.05,0.23,0.15,0.89,0.33,1.83,1.68,0.21,0.08,0.28,0.21,0.19,0.69,0.19,0.07,0.29,0.16,0.43,1.3,1.05,0.0,0.06,0.2,0.27,0.08,0.0,1.12,0.23,0.06,0.01
Conor Bradley,12.0,DEF,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.11,0.0
Conor Chaplin,10.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.2,0.0,0.0,0.48,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.24
Conor Coady,11.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.41,0.0,0.0
Conor Gallagher,6.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Townsend,10.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrie Ndaba,10.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Dawson,20.0,DEF,0.0,0.0,0.0,0.0,0.07,0.0,0.05,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Romero,18.0,DEF,0.09,0.53,0.0,0.04,0.07,0.08,0.16,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.23,0.13,0.1,0.0,0.0,0.0,0.0,0.0
Crysencio Summerville,19.0,MID,0.0,0.0,0.06,0.0,0.0,0.05,0.0,0.0,0.53,0.0,0.28,0.0,0.0,0.26,0.09,0.0,0.19,0.04,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Jones,12.0,MID,0.0,0.0,0.0,0.0,0.14,0.09,0.03,0.8,0.07,0.16,0.0,0.04,0.06,0.53,,0.04,0.0,0.76,0.23,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.53,,0.04,0.05,0.02,0.0,0.04,0.0,0.1,0.06,0.03
Daichi Kamada,7.0,MID,0.0,0.0,0.12,0.09,0.0,0.0,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.14,,0.0,0.0,0.0,0.0,,0.13,0.0,0.0,0.0
Damola Ajayi,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Burn,15.0,DEF,0.0,0.28,0.0,0.05,0.01,0.04,0.03,0.0,0.06,0.0,0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.01,0.14,0.0,0.13,0.12,0.0,0.0,0.0,0.0,,0.0,0.03,0.14,0.04,0.4,0.0,0.08,0.18,0.0
Dane Scarlett,18.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dango Ouattara,3.0,MID,0.22,0.26,0.0,0.0,0.0,0.42,0.71,0.0,0.05,0.0,0.0,0.0,0.0,0.71,0.62,0.38,0.0,0.39,0.25,0.44,0.0,0.36,0.95,0.11,0.64,0.07,0.54,0.05,0.0,0.57,0.03,0.18,0.24,0.23,0.0,0.0,0.0,0.0
Daniel Adu-Adjei,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Bentley,20.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Castelo Podence,20.0,MID,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Iversen,11.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Jebbison,3.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.29,0.09
Daniel MuÃ±oz,7.0,DEF,0.0,0.0,0.0,0.15,0.0,0.18,0.0,0.0,0.06,0.38,0.52,0.04,0.88,0.18,0.14,0.19,0.0,0.12,0.51,0.0,0.0,0.0,0.02,0.1,0.06,0.11,0.03,0.44,,0.0,0.05,0.0,0.2,,0.11,0.2,0.05,0.0
Danilo dos Santos de Oliveira,16.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ings,19.0,FWD,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.19,0.0,0.31,0.14,0.57,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
