name,team,position,gw1_expected_assists,gw2_expected_assists,gw3_expected_assists,gw4_expected_assists,gw5_expected_assists,gw6_expected_assists,gw7_expected_assists,gw8_expected_assists,gw9_expected_assists,gw10_expected_assists,gw11_expected_assists,gw12_expected_assists,gw13_expected_assists,gw14_expected_assists,gw15_expected_assists,gw16_expected_assists,gw17_expected_assists,gw18_expected_assists,gw19_expected_assists,gw20_expected_assists,gw21_expected_assists,gw22_expected_assists,gw23_expected_assists,gw24_expected_assists,gw25_expected_assists,gw26_expected_assists,gw27_expected_assists,gw28_expected_assists,gw29_expected_assists,gw30_expected_assists,gw31_expected_assists,gw32_expected_assists,gw33_expected_assists,gw34_expected_assists,gw35_expected_assists,gw36_expected_assists,gw37_expected_assists,gw38_expected_assists
Benjamin White,1.0,DEF,0.06,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.11,0.0,0.1,,0.01,0.01,0.02,0.72
BenoÃ®t Badiashile,6.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo Veiga de Carvalho e Silva,13.0,MID,0.2,0.07,0.5,0.0,0.25,0.14,0.32,0.17,0.07,0.13,0.01,0.27,0.04,0.28,0.41,0.0,0.11,0.04,0.07,0.05,0.04,0.0,0.08,0.02,0.0,0.0,0.04,0.04,0.14,0.0,0.02,0.0,0.07,,0.1,0.21,0.28,0.29
Bernd Leno,9.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
Bilal El Khannouss,,,,,0.01,0.0,0.03,0.0,0.0,0.23,0.02,0.06,0.0,0.01,0.0,0.47,0.05,0.1,0.02,0.0,0.07,0.04,0.01,0.04,0.01,0.03,0.13,0.25,0.1,0.01,0.02,0.01,0.07,0.32,0.01,0.41,0.11,0.12,0.09,0.0
Billy Gilmour,5.0,MID,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Clark,12.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby De Cordova-Reid,11.0,MID,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubacar Kamara,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.02,0.02,0.03,0.01,0.04,0.05,0.03,0.0,0.05,0.02,0.0,0.0,0.0,0.0,,0.02,0.02,0.0,0.28,,0.02,0.01,0.14,0.02
Boubacar TraorÃ©,20.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubakary SoumarÃ©,11.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.24,0.01,0.01,0.02,0.0,0.03,0.0,0.06,0.0,0.02,0.01,0.1,0.01,0.04,0.05,0.02,0.06,0.0,0.0,0.1,0.0,0.03,0.02,0.0,0.0,0.0,0.01,0.01,0.07
Brajan Gruda,5.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.05,0.07,0.26,0.06,0.02,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.3,0.21,0.01,0.53,0.28
Brandon Austin,18.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brayden Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Brennan Johnson,18.0,MID,0.08,0.03,0.06,0.07,0.06,0.15,0.01,0.04,0.05,0.03,0.02,0.0,0.01,0.03,0.16,0.0,0.26,0.05,0.02,0.04,0.01,0.0,0.0,0.0,0.06,0.0,0.11,0.02,0.0,0.48,0.01,0.11,0.01,0.01,0.0,0.0,0.0,0.0
Bruno Borges Fernandes,14.0,MID,0.03,0.73,0.07,0.35,0.14,0.02,0.02,0.05,0.28,0.1,0.17,0.31,0.18,0.14,0.13,0.13,0.4,0.04,0.0,0.29,0.12,0.23,0.23,0.26,0.17,0.31,0.3,0.05,0.18,0.28,0.5,0.06,0.1,0.52,0.0,0.42,0.04,0.54
Bruno GuimarÃ£es Rodriguez Moura,15.0,MID,0.04,0.23,0.02,0.04,0.05,0.26,0.03,0.26,0.03,0.02,0.05,0.13,0.02,0.03,0.04,0.22,0.17,0.4,0.05,0.08,0.61,0.12,0.73,0.44,0.02,0.03,0.02,0.16,,0.07,0.02,0.11,0.12,0.22,0.09,0.07,0.14,0.07
Bryan Gil Salvatierra,18.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Mbeumo,4.0,MID,0.45,0.12,0.34,0.35,0.02,0.41,0.29,0.05,0.38,0.01,0.25,0.12,0.08,0.21,0.36,0.07,0.51,0.07,0.03,0.48,0.36,0.12,0.03,0.37,0.25,0.71,0.04,0.08,0.32,0.24,0.5,0.26,0.62,0.19,0.12,0.23,0.09,0.11
Bukayo Saka,1.0,MID,0.37,0.1,0.2,0.35,0.41,0.79,0.93,0.0,0.01,0.25,0.01,0.24,1.11,0.16,0.11,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.21,0.02,0.87,,0.06,0.18,0.28,0.42
Caleb Kporha,,,,,,,,,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Caleb Okoli,11.0,DEF,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Wiley,6.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callan McKenna,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Bates,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Hudson-Odoi,16.0,MID,0.2,0.34,0.05,0.02,0.03,0.1,0.1,0.07,0.03,0.15,0.01,0.06,0.03,0.0,0.04,0.07,0.09,0.03,0.0,0.36,0.02,0.04,0.0,0.0,0.06,0.03,0.03,0.1,0.29,0.0,0.08,0.06,0.02,0.02,0.0,0.0,0.0,0.01
Callum Olusesi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Wilson,15.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.03,0.01
Calvin Bassey,9.0,DEF,0.03,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.03,0.01,0.02,0.07,0.02,0.0,0.0
Cameron Archer,17.0,FWD,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.04,0.22,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.11,0.02,0.01
Cameron Burgess,10.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.02,0.01,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Cameron Humphreys,10.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Peupion,5.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caoimhin Kelleher,12.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl Rushworth,5.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Alcaraz DurÃ¡n,17.0,MID,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.06,0.04,0.14,0.02,0.0,0.08,0.0,0.06,0.13,0.03,0.0,0.01
Carlos Baleba,5.0,MID,0.0,0.0,0.03,0.04,0.01,0.04,0.01,0.01,0.04,0.0,0.04,0.02,0.0,0.01,0.01,0.01,0.16,0.04,0.01,0.01,0.03,0.01,0.06,0.0,0.01,0.25,0.03,0.11,0.04,0.0,0.03,0.03,0.03,0.01,0.02,0.01,0.02,0.03
Carlos Henrique Casimiro,14.0,MID,0.5,0.02,0.0,0.05,0.0,0.07,0.01,0.19,0.29,0.21,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.03,0.01,0.0,0.05,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.09
Carlos Miguel dos Santos Pereira,16.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Roberto Forbs Borges,,,,,,0.0,0.0,0.01,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Soler,,,,,,0.0,0.01,0.04,0.0,0.01,0.03,0.01,0.01,0.07,0.23,0.12,0.06,0.24,0.0,0.01,0.02,0.0,0.03,0.17,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.02,0.02,0.0,0.0,0.01,0.63,0.0
Carlos VinÃ­cius Alves Morais,9.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carney Chukwuemeka,6.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesare Casadei,6.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chadi Riad Dnanou,7.0,DEF,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Charlie Tasker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Taylor,17.0,DEF,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Cheick DoucourÃ©,7.0,MID,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.04,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Chido Obi-Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Chiedozie Ogbene,,,,,0.01,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Mepham,3.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Richards,7.0,DEF,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0.01,0.0,0.0,0.01,,0.0,0.0,0.0,0.49,,0.01,0.0,0.0,0.0
Chris Wood,16.0,FWD,0.02,0.09,0.01,0.01,0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.08,0.01,0.0,0.02,0.01,0.01,0.02,0.68,0.0,0.01,0.01,0.0,0.0,0.01,0.24,0.08,0.05,0.0,0.12,0.01
Christian Eriksen,14.0,MID,0.0,0.0,0.01,0.35,0.35,0.03,0.14,0.08,0.1,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.0,0.32,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.14,0.04,0.0,0.01,0.37,0.01,0.1,0.31,0.0,0.05
Christian NÃ¸rgaard,4.0,MID,0.01,0.02,0.01,0.03,0.0,0.0,0.01,0.04,0.01,0.03,0.01,0.0,0.02,0.0,0.06,0.02,0.11,0.0,0.01,0.02,0.03,0.06,0.01,0.02,0.07,0.01,0.0,0.08,0.12,0.01,0.03,0.02,0.03,0.01,0.28,0.03,0.04,0.12
Christian Walton,10.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Nkunku,6.0,MID,0.06,0.02,0.02,0.0,0.04,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.01,0.12,0.2,0.15,0.1,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Cieran Slicker,10.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio Echeverri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01
Coby Ebere,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Gakpo,12.0,FWD,0.0,0.01,0.0,0.0,0.09,0.01,0.24,0.15,0.01,0.14,0.0,0.08,0.02,0.02,,0.01,0.09,0.63,0.34,0.01,0.52,0.22,0.06,0.05,0.0,0.0,0.01,0.0,,0.0,0.01,0.02,0.16,0.02,0.25,0.01,0.37,0.2
Cole Palmer,6.0,MID,0.19,0.15,0.7,0.03,0.0,0.62,0.1,0.17,0.26,0.28,0.01,0.17,0.08,0.32,0.67,0.33,0.33,0.2,0.53,0.41,0.5,0.22,0.14,0.42,0.18,0.27,0.1,0.17,0.0,0.36,0.03,0.16,0.02,0.08,0.55,0.04,0.27,0.47
Conor Bradley,12.0,DEF,0.02,0.01,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,,0.0,0.03,0.01,0.28,0.0,0.01,0.0,0.82,0.02
Conor Chaplin,10.0,MID,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.13,0.04,0.0,0.06,0.01,0.04,0.02,0.01,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.05
Conor Coady,11.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.14,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Conor Gallagher,6.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Townsend,10.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corrie Ndaba,10.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Dawson,20.0,DEF,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Romero,18.0,DEF,0.03,0.3,0.02,0.03,0.03,0.02,0.03,0.13,0.02,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0
Crysencio Summerville,19.0,MID,0.17,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.17,0.05,0.16,0.02,0.0,0.64,0.42,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Jones,12.0,MID,0.0,0.0,0.0,0.01,0.01,0.01,0.03,0.01,0.01,0.0,0.01,0.04,0.01,0.06,,0.02,0.0,0.1,0.05,0.02,0.04,0.03,0.0,0.03,0.0,0.01,0.01,0.14,,0.11,0.07,0.26,0.0,0.01,0.04,0.03,0.02,0.05
Daichi Kamada,7.0,MID,0.06,0.03,0.03,0.01,0.02,0.07,0.0,0.03,0.01,0.2,0.05,0.0,0.0,0.0,0.0,0.19,0.01,0.04,0.01,0.0,0.01,0.04,0.0,0.02,0.16,0.0,0.02,0.0,,0.01,0.01,0.23,0.0,,0.02,0.11,0.02,0.01
Damola Ajayi,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Burn,15.0,DEF,0.0,0.01,0.06,0.02,0.0,0.03,0.0,0.0,0.07,0.0,0.04,0.0,0.0,0.01,0.0,0.01,0.0,0.34,0.01,0.01,0.01,0.06,0.0,0.01,0.0,0.0,0.0,0.1,,0.01,0.0,0.17,0.01,0.02,0.0,0.01,0.02,0.01
Dane Scarlett,18.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dango Ouattara,3.0,MID,0.01,0.0,0.78,0.0,0.01,0.02,0.01,0.04,0.02,0.0,0.0,0.12,0.0,0.12,0.02,0.15,0.26,0.07,0.29,0.07,0.08,0.11,0.01,0.09,0.18,0.11,0.06,0.0,0.0,0.02,0.21,0.3,0.01,0.04,0.03,0.0,0.0,0.0
Daniel Adu-Adjei,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Bentley,20.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Castelo Podence,20.0,MID,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Iversen,11.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Jebbison,3.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel MuÃ±oz,7.0,DEF,0.02,0.02,0.26,0.02,0.01,0.07,0.0,0.08,0.11,0.01,0.0,0.05,0.02,0.01,0.01,0.09,0.0,0.07,0.09,0.24,0.06,0.12,0.64,0.24,0.03,0.01,0.05,0.03,,0.04,0.01,0.05,0.03,,0.1,0.24,0.05,0.01
Danilo dos Santos de Oliveira,16.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ings,19.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
