name,team,position,opponent_team_1,opponent_team_2,opponent_team_3,opponent_team_4,opponent_team_5,opponent_team_6,opponent_team_7,opponent_team_8,opponent_team_9,opponent_team_10,opponent_team_11
Jack Clarke,,,4.0,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0
Jack Fletcher,,,19.0,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0
Jack Harrison,8.0,MID,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Jack Henry-Francis,,,,,,,,,,,,,
Jack Moorhouse,,,,,,,,,,,,,
Jack Porter,,,,,,,,,,,,,
Jacob Slater,,,,,,,17.0,9.0,11.0,7.0,19.0,4.0,2.0
Jacob Wright,,,,3.0,5.0,18.0,12.0,16.0,7.0,14.0,2.0,8.0,11.0
Jahmai Simpson-Pusey,,,,3.0,5.0,18.0,12.0,16.0,7.0,14.0,2.0,8.0,11.0
Jake Evans,,,,,,,,,,,,,
Jake O'Brien,8.0,DEF,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Jamaldeen Jimoh,,,,,,,,,,,,,
James Garner,8.0,MID,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
James Tarkowski,8.0,DEF,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Jarrad Branthwaite,8.0,DEF,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Jay Robinson,,,,,,,,,,,,,
Jayce Fitzgerald,,,,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0
Jayden Danns,,,,,,,,,,,,,19.0
Jayden Meghoma,,,10.0,9.0,3.0,8.0,11.0,2.0,15.0,6.0,16.0,5.0,1.0
Jayden Moore,,,,,,,,,,,,,
Jens Cajuste,,,4.0,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0
Jenson Metcalfe,8.0,MID,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Jeremy Monga,,,,,,,,,,,,,
Jesper LindstrÃ¸m,8.0,MID,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Jimi Gower,,,,,,,,,,,,,
Joachim Kayi-Sanda,,,,,,,,,,,,,
Joe Knight,,,,,,,,,,,,,
Jordan Pickford,8.0,GK,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Joseph O'Brien-Whitmarsh,,,,,,,,6.0,2.0,18.0,9.0,19.0,7.0
Josh Acheampong,,,,,,,,,,4.0,8.0,9.0,10.0
Josh Nichols,,,12.0,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0
Josh Wilson-Esbrand,,,,,5.0,18.0,12.0,16.0,7.0,14.0,2.0,8.0,11.0
JoÃ£o FÃ©lix Sequeira,,,15.0,14.0,1.0,11.0,2.0,17.0,18.0,4.0,8.0,9.0,10.0
JoÃ£o Neves VirgÃ­nia,8.0,GK,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Julian Eyestone,,,,,,,,,,,,,
Julio Soler,,,,,,,,,,,,,
Justin Devenny,,,18.0,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0
Kadan Young,,,3.0,18.0,12.0,7.0,6.0,4.0,17.0,16.0,13.0,15.0,5.0
Kaden Rodney,,,18.0,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0
Kaelan Casey,,,14.0,16.0,8.0,15.0,1.0,11.0,20.0,3.0,5.0,17.0,12.0
Kevin Danso,,,,,,,,,,,,,
Kieran McKenna,,,,,,,,,,,,,
Killian Cahill,,,20.0,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0
Lewis Orford,,,,,,,,,,3.0,5.0,17.0,12.0
Luca Williams-Barnett,,,,,,,9.0,3.0,6.0,17.0,12.0,16.0,20.0
Maeson King,,,,,,,,,,17.0,12.0,16.0,20.0
Malachi Hardy,,,,,,13.0,9.0,3.0,6.0,17.0,12.0,16.0,20.0
Maldini Kacurri,,,12.0,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0
Manuel Ugarte,,,19.0,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0
Marco Alexandre Saraiva da Silva,,,,,,,,,,,,,
Marco Asensio,,,,,,,,,,,,,
Marshall Munetsi,,,,,,,,,,,,,
Martin Sherif,,,,,,,,,,,,,
Mason Holgate,8.0,DEF,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Matai Akinmboni,,,,,,,,,,,,,
Mateus GonÃ§alo Espanha Fernandes,,,13.0,8.0,20.0,12.0,5.0,6.0,2.0,18.0,9.0,19.0,7.0
Mateus ManÃ©,,,,,,,,,,,,,
Mathis Amougou,,,,,,,,,,,,,
Mathys Tel,,,,,,,,,,,,,
Matt O'Riley,,,20.0,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0
Max Alleyne,,,,,,,,,,,,8.0,11.0
Max Kinsey,,,,,,5.0,20.0,18.0,10.0,19.0,14.0,7.0,9.0
Maxence Lacroix,,,18.0,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0
Michael Kayode,,,,,,,,,,,,,
Michael Keane,8.0,DEF,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Mikel Arteta,,,,,,,,,,,,,
Mikel Merino,,,12.0,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0
Min-Hyeok Yang,,,,,,,,,,,,,
Nasser Djiga,,,,,,,,,,,,,
Nathan Butler-Oyedeji,,,12.0,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0
Nathan Patterson,8.0,DEF,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Neal Maupay,8.0,FWD,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Nico GonzÃ¡lez,,,,,,,,,,,,,
Norberto Bercique Gomes Betuncal,8.0,FWD,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Nuno Herlander SimÃµes EspÃ­rito Santo,,,,,,,,,,,,,
Olabade Aluko,,,,,,,,,,,,,
Oliver Glasner,,,,,,,,,,,,,
Oliwier Zych,,,3.0,18.0,12.0,7.0,6.0,4.0,17.0,16.0,13.0,15.0,5.0
Ollie Scarles,,,,,8.0,15.0,1.0,11.0,20.0,3.0,5.0,17.0,12.0
Omar Marmoush,,,,,,,,,,,,,
Orel Mangala,,,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Paris Maghoma,,,,9.0,3.0,8.0,11.0,2.0,15.0,6.0,16.0,5.0,1.0
Patrick Dorgu,,,,,,,,,,,,,
Pep Guardiola,,,,,,,,,,,,,
RamÃ³n Sosa,,,11.0,19.0,15.0,1.0,10.0,13.0,14.0,2.0,4.0,18.0,8.0
Reece Welch,,,,,,,,,,,,,
Remy Rees-Dottin,,,,,,,,,,,,,9.0
Romain Esse,,,,,,,,,,,,,
Roman Dixon,,,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Ruairi McConville,,,,,,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0
Ruben Filipe Marques Diogo Amorim,,,,,,,,,,,,,
Ruud van Nistelrooij,,,,,,,,,,,,,
Salah-Eddine Oulad M'hand,,,12.0,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0
Sammy Braybrooke,,,,,,,,,,,,,
Samuel Amissah,,,,,,,18.0,5.0,1.0,12.0,17.0,6.0,3.0
Samuel Rak-Sakyi,,,,,,,,,,4.0,8.0,9.0,10.0
Sander Berge,,,8.0,4.0,7.0,20.0,18.0,5.0,1.0,12.0,17.0,6.0,3.0
Sean Neave,,,,,,,,,,,,,
Shumaira Mheuka,,,,,,,,,,,,,
Sil Swinkels,,,3.0,18.0,12.0,7.0,6.0,4.0,17.0,16.0,13.0,15.0,5.0
Simon Rusk,,,,,,,,,,,,,
Somto Boniface,,,,,,,,,,,,,
Spike Brits,,,,,,,,,,,,8.0,11.0
SÃ©amus Coleman,8.0,DEF,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
SÃ©kou KonÃ©,,,,,,,,,,,,,
Thomas Frank,,,,,,,,,,,,,
Thomas Wilson-Brown,,,,,,,,,,,,,13.0
Tim Iroegbunam,8.0,MID,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Tom Edozie,,,,,,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0
Tom Taylor,,,,,,,,,,,,,
Tommy Setford,,,12.0,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0
Tony Yogane,,,10.0,9.0,3.0,8.0,11.0,2.0,15.0,6.0,16.0,5.0,1.0
Treymaurice Nyoni,,,,,,,13.0,15.0,,9.0,18.0,11.0,19.0
Tyler Fredricson,,,,,,,,,,,,,
Tyrique George,,,,,,,,,,4.0,8.0,9.0,10.0
Unai Emery,,,,,,,,,,,,,
Vitalii Mykolenko,8.0,DEF,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Vitor de Oliveira Nunes dos Reis,,,,,,,,,,,,,
VÃ­tezslav Jaros,,,1.0,5.0,2.0,17.0,13.0,15.0,,9.0,18.0,11.0,19.0
VÃ­tor Manuel de Oliveira Lopes Pereira,,,,,,,,,,,,,
Wayne Hennessey,,,,,,,,,,,,,
Welington Damascena Santos,,,,,,,,,,,,,
Wes Okoduwa,,,,,,,,,,,,,
Willian Borges da Silva,,,,,,,,,,,,,
Woyo Coulibaly,,,,,,,,,,,,,
Youssef Ramalho Chermiti,8.0,FWD,9.0,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0
Zach Abbott,,,,,,,,,,,,,8.0
Zach Marsh,,,,,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0
Zain Silcott-Duberry,,,,,,,,,,,,,
Aaron Anselmino,,,,,,,,,,,,,
Abdoulaye DoucourÃ©,8.0,MID,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Abdukodir Khusanov,,,,,,,,,,,,,
Albert GrÃ¸nbÃ¦k,,,,,,,,,,,,,
Alex Palmer,,,,,,,,,,,,,
Alfie Dorrington,,,,,,,,,17.0,12.0,16.0,20.0,15.0
Alfie Pond,,,7.0,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0
Amara Nallo,,,,,,,15.0,,9.0,18.0,11.0,19.0,14.0
Andoni Iraola,,,,,,,,,,,,,
AndrÃ© Trindade da Costa Neto,,,7.0,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0
AndrÃ©s GarcÃ­a,,,,,,,,,,,,,
Ange Postecoglou,,,,,,,,,,,,,
AntonÃ­n Kinsky,,,,,,,,,,,,,
Archie Harris,,,,,,,,,,,7.0,9.0,8.0
Arne Slot,,,,,,,,,,,,,
Asher Agbinone,,,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0
Ashley Young,8.0,DEF,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Asmir Begovic,,,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Ayden Heaven,,,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0,5.0
Bastien Meupiyou,,,7.0,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0
Ben Broggio,,,,,7.0,6.0,4.0,17.0,16.0,13.0,15.0,5.0,11.0
Ben Godfrey,,,,,,,,,,,,,
Ben Winterburn,,,,,,20.0,18.0,10.0,19.0,14.0,7.0,9.0,8.0
Benjamin Arthur,,,,,,,,,,,5.0,1.0,17.0
Benjamin Fredrick,,,,,,,,,,,,,
Bilal El Khannouss,,,10.0,14.0,6.0,4.0,19.0,5.0,15.0,20.0,12.0,13.0,2.0
Brayden Clarke,,,,,,,,,,,,,
Caleb Kporha,,,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0
Callan McKenna,,,,,,,,,,,,,
Callum Bates,,,,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Callum Olusesi,,,,,13.0,9.0,3.0,6.0,17.0,12.0,16.0,20.0,15.0
Carlos Roberto Forbs Borges,,,7.0,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0
Carlos Soler,,,16.0,8.0,15.0,1.0,11.0,20.0,3.0,5.0,17.0,12.0,13.0
Charlie Tasker,,,,,,,,,,,,,
Chido Obi-Martin,,,,,,,,,,,,,
Chiedozie Ogbene,,,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0
Claudio Echeverri,,,,,,,,,,,,,
Coby Ebere,,,,,,,,,,,,,
Damola Ajayi,,,,,,,,,,,,,
Daniel Adu-Adjei,,,,,,,,,,,,,
Dante Cassanova,,,,,,,,,,,,,
Dara O'Shea,,,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0
David Moyes,,,,,,,,,,,,,
Dermot Mee,,,,,,,,,,,,,
Diego GÃ³mez,,,,,,,,,,,,,
Divin Mubama,,,,,,,,,14.0,2.0,8.0,11.0,19.0
Dominic Calvert-Lewin,8.0,FWD,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Dominic Sadi,,,,,,,,,,,,,
Donyell Malen,,,,,,,,,,,,,
Dwight McNeil,8.0,MID,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Eddie Howe,,,,,,,,,,,,,
Eiran Cashin,,,,,,,,,,,,,
Elyh Harrison,,,,,,,,,,,,,
Emmanuel Agbadou,,,,,,,,,,,,,
Enzo Maresca,,,,,,,,,,,,,
Ethan Wheatley,,,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0,12.0
Ezra Mayers,,,,,,1.0,11.0,20.0,3.0,5.0,17.0,12.0,13.0
Fabian HÃ¼rzeler,,,,,,,,,,,,,
Federico Chiesa,,,5.0,2.0,17.0,13.0,15.0,,9.0,18.0,11.0,19.0,14.0
Felipe Rodrigues da Silva,,,19.0,15.0,1.0,10.0,13.0,14.0,2.0,4.0,18.0,8.0,20.0
Ferdi Kadioglu,,,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0
Francisco Evanilson de Lima Barbosa,,,13.0,4.0,5.0,20.0,18.0,10.0,19.0,14.0,7.0,9.0,8.0
Franco Umeh-Chibueze,,,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0
Freddie Simmonds,,,,,,,,,,,,,
Genesis Antwi,,,,,,,,,,,,,
Georginio Rutter,,,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0
Godwill Kukonki,,,,,,,1.0,16.0,13.0,3.0,20.0,15.0,12.0
Graham Potter,,,,,,,,,,,,,
Gustavo Nunes Fernandes Gomes,,,9.0,3.0,8.0,11.0,2.0,15.0,6.0,16.0,5.0,1.0,17.0
Harrison Armstrong,8.0,MID,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Harry Amass,,,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0,12.0
Harry Howell,,,,,,,,,,,,,
Harvey Davies,,,5.0,2.0,17.0,13.0,15.0,,9.0,18.0,11.0,19.0,14.0
Henry Cartwright,,,,,,,,,15.0,20.0,12.0,13.0,2.0
Hubert Graczyk,,,,,,,,,,,,,
Idrissa Gueye,8.0,MID,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Iliman Ndiaye,8.0,FWD,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Ilkay GÃ¼ndogan,,,3.0,5.0,18.0,12.0,16.0,7.0,14.0,2.0,8.0,11.0,19.0
Imari Samuels,,,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0
Isaac Heath,,,,,,,,,,,,,
IshÃ© Samuels-Smith,,,,,,,,,,,,,
Ismeal Kabia,,,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0,5.0
Issa KaborÃ©,,,3.0,5.0,18.0,12.0,16.0,7.0,14.0,2.0,8.0,11.0,19.0
Ivan Juric,,,,,,,,,,,,,
Iwan Morgan,,,,,,,,,,,,,
Jack Clarke,,,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0
Jack Fletcher,,,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0,12.0
Jack Harrison,8.0,MID,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Jack Henry-Francis,,,,,,,,,,,,,
Jack Moorhouse,,,,,,,,,,,,,
Jack Porter,,,,,,,,,,,,,
Jacob Slater,,,,,,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0
Jacob Wright,,,3.0,5.0,18.0,12.0,16.0,7.0,14.0,2.0,8.0,11.0,19.0
Jahmai Simpson-Pusey,,,3.0,5.0,18.0,12.0,16.0,7.0,14.0,2.0,8.0,11.0,19.0
Jake Evans,,,,,,,,,,,,,
Jake O'Brien,8.0,DEF,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Jamaldeen Jimoh,,,,,,,,,,,,,11.0
James Garner,8.0,MID,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
James Tarkowski,8.0,DEF,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Jarrad Branthwaite,8.0,DEF,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Jay Robinson,,,,,,,,,,,,,
Jayce Fitzgerald,,,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0,12.0
Jayden Danns,,,,,,,,,,,,19.0,14.0
Jayden Meghoma,,,9.0,3.0,8.0,11.0,2.0,15.0,6.0,16.0,5.0,1.0,17.0
Jayden Moore,,,,,,,,,,,,,
Jens Cajuste,,,11.0,18.0,14.0,16.0,7.0,3.0,20.0,15.0,1.0,6.0,9.0
Jenson Metcalfe,8.0,MID,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Jeremy Monga,,,,,,,,,,,,,
Jesper LindstrÃ¸m,8.0,MID,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Jimi Gower,,,,,,,,,,,,,
Joachim Kayi-Sanda,,,,,,,,,,,,,
Joe Knight,,,,,,,,,,,,,
Jordan Pickford,8.0,GK,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Joseph O'Brien-Whitmarsh,,,,,,,6.0,2.0,18.0,9.0,19.0,7.0,4.0
Josh Acheampong,,,,,,,,,4.0,8.0,9.0,10.0,7.0
Josh Nichols,,,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0,5.0
Josh Wilson-Esbrand,,,,5.0,18.0,12.0,16.0,7.0,14.0,2.0,8.0,11.0,19.0
JoÃ£o FÃ©lix Sequeira,,,14.0,1.0,11.0,2.0,17.0,18.0,4.0,8.0,9.0,10.0,7.0
JoÃ£o Neves VirgÃ­nia,8.0,GK,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Julian Eyestone,,,,,,,,,,,,,
Julio Soler,,,,,,,,,,,,,
Justin Devenny,,,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0
Kadan Young,,,18.0,12.0,7.0,6.0,4.0,17.0,16.0,13.0,15.0,5.0,11.0
Kaden Rodney,,,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0
Kaelan Casey,,,16.0,8.0,15.0,1.0,11.0,20.0,3.0,5.0,17.0,12.0,13.0
Kevin Danso,,,,,,,,,,,,,
Kieran McKenna,,,,,,,,,,,,,
Killian Cahill,,,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0
Lewis Orford,,,,,,,,,3.0,5.0,17.0,12.0,13.0
Luca Williams-Barnett,,,,,,9.0,3.0,6.0,17.0,12.0,16.0,20.0,15.0
Maeson King,,,,,,,,,17.0,12.0,16.0,20.0,15.0
Malachi Hardy,,,,,13.0,9.0,3.0,6.0,17.0,12.0,16.0,20.0,15.0
Maldini Kacurri,,,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0,5.0
Manuel Ugarte,,,6.0,11.0,10.0,8.0,1.0,16.0,13.0,3.0,20.0,15.0,12.0
Marco Alexandre Saraiva da Silva,,,,,,,,,,,,,
Marco Asensio,,,,,,,,,,,,,
Marshall Munetsi,,,,,,,,,,,,,
Martin Sherif,,,,,,,,,,,,,
Mason Holgate,8.0,DEF,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Matai Akinmboni,,,,,,,,,,,,,
Mateus GonÃ§alo Espanha Fernandes,,,8.0,20.0,12.0,5.0,6.0,2.0,18.0,9.0,19.0,7.0,4.0
Mateus ManÃ©,,,,,,,,,,,,,
Mathis Amougou,,,,,,,,,,,,,
Mathys Tel,,,,,,,,,,,,,
Matt O'Riley,,,12.0,13.0,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0
Max Alleyne,,,,,,,,,,,8.0,11.0,19.0
Max Kinsey,,,,,5.0,20.0,18.0,10.0,19.0,14.0,7.0,9.0,8.0
Maxence Lacroix,,,20.0,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0
Michael Kayode,,,,,,,,,,,,,
Michael Keane,8.0,DEF,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Mikel Arteta,,,,,,,,,,,,,
Mikel Merino,,,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0,5.0
Min-Hyeok Yang,,,,,,,,,,,,,
Nasser Djiga,,,,,,,,,,,,,
Nathan Butler-Oyedeji,,,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0,5.0
Nathan Patterson,8.0,DEF,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Neal Maupay,8.0,FWD,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Nico GonzÃ¡lez,,,,,,,,,,,,,
Norberto Bercique Gomes Betuncal,8.0,FWD,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Nuno Herlander SimÃµes EspÃ­rito Santo,,,,,,,,,,,,,
Olabade Aluko,,,,,,,,,,,,,
Oliver Glasner,,,,,,,,,,,,,
Oliwier Zych,,,18.0,12.0,7.0,6.0,4.0,17.0,16.0,13.0,15.0,5.0,11.0
Ollie Scarles,,,,8.0,15.0,1.0,11.0,20.0,3.0,5.0,17.0,12.0,13.0
Omar Marmoush,,,,,,,,,,,,,
Orel Mangala,,,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Paris Maghoma,,,9.0,3.0,8.0,11.0,2.0,15.0,6.0,16.0,5.0,1.0,17.0
Patrick Dorgu,,,,,,,,,,,,,
Pep Guardiola,,,,,,,,,,,,,
RamÃ³n Sosa,,,19.0,15.0,1.0,10.0,13.0,14.0,2.0,4.0,18.0,8.0,20.0
Reece Welch,,,,,,,,,,,,,
Remy Rees-Dottin,,,,,,,,,,,,9.0,8.0
Romain Esse,,,,,,,,,,,,,
Roman Dixon,,,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Ruairi McConville,,,,,3.0,17.0,9.0,11.0,7.0,19.0,4.0,2.0,1.0
Ruben Filipe Marques Diogo Amorim,,,,,,,,,,,,,
Ruud van Nistelrooij,,,,,,,,,,,,,
Salah-Eddine Oulad M'hand,,,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0,5.0
Sammy Braybrooke,,,,,,,,,,,,,
Samuel Amissah,,,,,,18.0,5.0,1.0,12.0,17.0,6.0,3.0,10.0
Samuel Rak-Sakyi,,,,,,,,,4.0,8.0,9.0,10.0,7.0
Sander Berge,,,4.0,7.0,20.0,18.0,5.0,1.0,12.0,17.0,6.0,3.0,10.0
Sean Neave,,,,,,,,,,,,,
Shumaira Mheuka,,,,,,,,,,,,,
Sil Swinkels,,,18.0,12.0,7.0,6.0,4.0,17.0,16.0,13.0,15.0,5.0,11.0
Simon Rusk,,,,,,,,,,,,,
Somto Boniface,,,,,,,,,,,,,
Spike Brits,,,,,,,,,,,8.0,11.0,19.0
SÃ©amus Coleman,8.0,DEF,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
SÃ©kou KonÃ©,,,,,,,,,,,,,
Thomas Frank,,,,,,,,,,,,,
Thomas Wilson-Brown,,,,,,,,,,,,13.0,2.0
Tim Iroegbunam,8.0,MID,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Tom Edozie,,,,,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0
Tom Taylor,,,,,,,,,,,,,
Tommy Setford,,,15.0,6.0,16.0,19.0,14.0,9.0,8.0,7.0,10.0,4.0,5.0
Tony Yogane,,,9.0,3.0,8.0,11.0,2.0,15.0,6.0,16.0,5.0,1.0,17.0
Treymaurice Nyoni,,,,,,13.0,15.0,,9.0,18.0,11.0,19.0,14.0
Tyler Fredricson,,,,,,,,,,,,,
Tyrique George,,,,,,,,,4.0,8.0,9.0,10.0,7.0
Unai Emery,,,,,,,,,,,,,
Vitalii Mykolenko,8.0,DEF,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Vitor de Oliveira Nunes dos Reis,,,,,,,,,,,,,
VÃ­tezslav Jaros,,,5.0,2.0,17.0,13.0,15.0,,9.0,18.0,11.0,19.0,14.0
VÃ­tor Manuel de Oliveira Lopes Pereira,,,,,,,,,,,,,
Wayne Hennessey,,,,,,,,,,,,,
Welington Damascena Santos,,,,,,,,,,,,,
Wes Okoduwa,,,,,,,,,,,,,16.0
Willian Borges da Silva,,,,,,,,,,,,,
Woyo Coulibaly,,,,,,,,,,,,,
Youssef Ramalho Chermiti,8.0,FWD,17.0,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0
Zach Abbott,,,,,,,,,,,,8.0,20.0
Zach Marsh,,,,9.0,2.0,15.0,10.0,13.0,5.0,1.0,3.0,17.0,6.0
Zain Silcott-Duberry,,,,,,,,,,,,,
Aaron Anselmino,,,,,,,,,,,,,
Abdoulaye DoucourÃ©,8.0,MID,19.0,4.0,14.0,20.0,,1.0,6.0,13.0,16.0,3.0,2.0
Abdukodir Khusanov,,,,,,,,,,,,,
Albert GrÃ¸nbÃ¦k,,,,,,,,,,,,,
Alex Palmer,,,,,,,,,,,,,
Alfie Dorrington,,,,,,,,17.0,12.0,16.0,20.0,15.0,1.0
Alfie Pond,,,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0,15.0
Amara Nallo,,,,,,15.0,,9.0,18.0,11.0,19.0,14.0,16.0
Andoni Iraola,,,,,,,,,,,,,
AndrÃ© Trindade da Costa Neto,,,17.0,9.0,3.0,8.0,19.0,10.0,11.0,14.0,18.0,16.0,15.0
