name,team,position,opponent_team_1,opponent_team_2,opponent_team_3,opponent_team_4,opponent_team_5,opponent_team_6,opponent_team_7,opponent_team_8,opponent_team_9,opponent_team_10,opponent_team_11
Nathan Fraser,,,16.0,19.0,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0
Nathaniel Phillips,11.0,DEF,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,
NicolÃ¡s DomÃ­nguez,,,20.0,18.0,3.0,15.0,14.0,4.0,1.0,3.0,15.0,19.0,2.0
NicolÃ² Zaniolo,,,1.0,4.0,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0
Noha Lemina,,,,,,,,,14.0,7.0,4.0,18.0,17.0
Norberto Bercique Gomes Betuncal,,,7.0,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0
Norberto Murara Neto,3.0,GK,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0
NoÃ«l Atom,,,,,,,,,,,,,
Odeluga Offiah,,,,,,,,,,,,,
Odysseas Vlachodimos,,,20.0,18.0,3.0,15.0,14.0,4.0,1.0,3.0,15.0,19.0,2.0
Oliver Arblaster,,,,,,,,,,,,5.0,20.0
Oliver Scarles,,,,,,,,17.0,3.0,14.0,1.0,16.0,4.0
Oliwier Zych,,,1.0,4.0,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0
Ollie Harrison,,,,,,,,,,,,13.0,
Owen Beck,,,,,,,,3.0,7.0,1.0,6.0,4.0,
Owen Hampson,,,,,,,,,,,,,
Owen Hesketh,,,,,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0
Pelly Ruddock Mpanzu,12.0,MID,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,
Philip Billing,3.0,MID,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0
Radek VÃ­tek,,,3.0,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0
Radu Dragusin,,,,,,,,14.0,4.0,9.0,5.0,20.0,
Reece Burke,12.0,DEF,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,
Reuell Walters,,,2.0,5.0,11.0,19.0,10.0,8.0,16.0,11.0,19.0,6.0,15.0
Rhys Bennett,,,,,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0
Rodrigo Duarte Ribeiro,,,,,,,,,,3.0,15.0,19.0,2.0
Romain Faivre,,,,,,,,,19.0,16.0,10.0,15.0,13.0
RomÃ©o Lavia,,,9.0,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,
Ronnie Stutter,,,9.0,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,
Roshaun Mathurin,,,,,,,,,,,,,
Ross Barkley,12.0,MID,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,
Ryan Christie,3.0,MID,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0
Ryan Fredericks,3.0,DEF,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0
Ryan Giles,12.0,DEF,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,
Ryan Gravenberch,,,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,
Ryan OnÃ©,,,4.0,7.0,2.0,12.0,13.0,19.0,8.0,2.0,12.0,5.0,20.0
Sam Curtis,,,,,,,,,,,,,20.0
Sam Proctor,,,,4.0,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0
Saman Ghoddos,,,17.0,2.0,,20.0,8.0,16.0,18.0,13.0,20.0,11.0,19.0
Samy Chouchane,,,,,,,,,,,,,
Santiago Bueno,,,16.0,19.0,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0
Sepp van den Berg,11.0,DEF,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,
Siriki DembÃ©lÃ©,3.0,MID,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0
Sofyan Amrabat,,,3.0,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0
Stefan Bajcetic,11.0,MID,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,
Steven Benda,,,19.0,15.0,6.0,3.0,1.0,7.0,9.0,6.0,3.0,2.0,14.0
Sydie Peck,,,4.0,7.0,2.0,12.0,13.0,19.0,8.0,2.0,12.0,5.0,20.0
Tahith Chong,12.0,MID,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,
Tawanda Chirewa,,,16.0,19.0,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0
Taylan Harris,,,,,,,,,,,,,
Tayo Adaramola,,,,13.0,5.0,7.0,4.0,1.0,17.0,5.0,7.0,9.0,6.0
Ted Curd,,,,,,,,,,,,,
Teddy Sharman-Lowe,,,,,,,,,,,,,
Temple Ojinnaka,,,,,,,,,,,,,
Thiago AlcÃ¡ntara do Nascimento,11.0,MID,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,
Thomas Kaminski,12.0,GK,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,
Tim Krul,,,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,
Timo Werner,,,,,,,,14.0,4.0,9.0,5.0,20.0,
Timothy Castagne,,,19.0,15.0,6.0,3.0,1.0,7.0,9.0,6.0,3.0,2.0,14.0
Toby Collyer,,,,,,,,,,,,,10.0
Tom Davies,,,4.0,7.0,2.0,12.0,13.0,19.0,8.0,2.0,12.0,5.0,20.0
Tom Lockyer,12.0,DEF,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,
Tommi O'Reilly,,,,,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0
Travis Hernes,,,,,,,,,2.0,12.0,16.0,3.0,1.0
Trent Alexander-Arnold,11.0,DEF,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,
Treymaurice Nyoni,,,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,
Ty Barnett,,,,,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0
Tyler Adams,,,14.0,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0
Tyrese Hall,,,,,,,,,,,,,
Tyrique George,,,,,,,,,,,,,
ValentÃ­n Barco,,,,,,,,,,,,17.0,9.0
Valintino Adedokun,,,17.0,2.0,,20.0,8.0,16.0,18.0,13.0,20.0,11.0,19.0
Vincent Angelini,,,17.0,2.0,,20.0,8.0,16.0,18.0,13.0,20.0,11.0,19.0
Virgil van Dijk,11.0,DEF,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,
Wataru Endo,,,8.0,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,
Wesley Okoduwa,,,,,,,,,,,,,
Willy Kambwala,,,,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0
Wilson Odobert,,,5.0,9.0,10.0,11.0,2.0,12.0,13.0,10.0,11.0,1.0,8.0
Yago de Santiago Alonso,,,15.0,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,
Yegor Yarmoliuk,,,17.0,2.0,,20.0,8.0,16.0,18.0,13.0,20.0,11.0,19.0
Yerson Mosquera,,,,,,,,5.0,14.0,7.0,4.0,18.0,17.0
Yunus Konak,,,,,,,,,,,,,
Zack Nelson,,,13.0,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,
Zak Sturge,,,,,,,,,,,,,
ÄorÄe PetroviÄ,,,,,,,,10.0,11.0,20.0,8.0,13.0,
Aaron Ramsey,,,9.0,10.0,11.0,2.0,12.0,13.0,10.0,11.0,1.0,8.0,3.0
Adam Smith,3.0,DEF,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Adam Wharton,,,,,,,,,5.0,7.0,9.0,6.0,18.0
Adama TraorÃ©,,,15.0,6.0,3.0,1.0,7.0,9.0,6.0,3.0,2.0,14.0,5.0
Ademola Ola-Adebomi,,,13.0,5.0,7.0,4.0,1.0,17.0,5.0,7.0,9.0,6.0,18.0
Admiral Muskwe,12.0,FWD,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
AdriÃ¡n San Miguel del Castillo,11.0,GK,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Aidan Francis-Clarke,12.0,DEF,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Alex Matos,,,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0
Alex Scott,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Alexis Mac Allister,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Alfie Dorrington,,,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,,8.0
Alfie Doughty,12.0,DEF,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Alfie Gilchrist,,,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0
Alisson Ramses Becker,11.0,GK,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Allan Campbell,12.0,MID,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Altay Bayindir,,,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0,13.0
Amadou Diallo,,,10.0,12.0,16.0,11.0,13.0,2.0,12.0,16.0,3.0,1.0,20.0
Amara Nallo,,,,,,,,,,,,,
Amari'i Bell,12.0,DEF,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Andrew Omobamidele,,,18.0,3.0,15.0,14.0,4.0,1.0,3.0,15.0,19.0,2.0,11.0
Andrew Robertson,11.0,DEF,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Andros Townsend,,,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Anssumane Fati Vieira,,,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0
Antoine Semenyo,3.0,FWD,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Aribim Pepple,12.0,FWD,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Ashley Phillips,,,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,,8.0
Axel Piesold,,,,,,,,,,,,,2.0
Bashir Humphreys,,,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0
Ben Brereton,,,,,,,19.0,8.0,2.0,12.0,5.0,20.0,1.0
Ben Doak,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Ben Greenwood,3.0,DEF,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Ben Jackson,,,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0
Ben Parkinson,,,10.0,12.0,16.0,11.0,13.0,2.0,12.0,16.0,3.0,1.0,20.0
Ben Pearson,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Benicio Baker-Boaitey,,,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0
Benjamin Arthur,,,,,,,,,,,,,
Benjamin Fredrick,,,,,,,,18.0,13.0,20.0,11.0,19.0,7.0
Billy Blacker,,,,,,,,,,,5.0,20.0,1.0
Billy Crellin,,,,,,,,,,,,,
Bobby Clark,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Bradley Ibrahim,,,5.0,11.0,19.0,10.0,8.0,16.0,11.0,19.0,6.0,15.0,17.0
Callan McKenna,,,,,,,,,,,,,
Callum Marshall,,,,,,,17.0,3.0,14.0,1.0,16.0,4.0,9.0
Callum Scanlon,,,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Cameron Peupion,,,,,,,20.0,12.0,8.0,18.0,17.0,9.0,10.0
Caoimhin Kelleher,11.0,GK,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Carlos Baleba,,,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0
Carlos Mendes Gomes,12.0,MID,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Carlton Morris,12.0,FWD,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Cauley Woodrow,12.0,FWD,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Cesare Casadei,,,,,,,,11.0,20.0,8.0,13.0,,4.0
Charles Sagoe,,,5.0,11.0,19.0,10.0,8.0,16.0,11.0,19.0,6.0,15.0,17.0
Chiedozie Ogbene,12.0,FWD,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Chris Mepham,3.0,DEF,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Christian Chigozie,,,,,,,,,,,,,
ClÃ©ment Lenglet,,,4.0,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0,12.0
Cody Gakpo,11.0,FWD,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Conor Bradley,,,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Curtis Jones,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Daiki Hashioka,,,,,,,,,15.0,17.0,14.0,,2.0
Dan Potts,12.0,DEF,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Dango Ouattara,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Daniel Gore,,,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0,13.0
Daniel MuÃ±oz,,,,,,,,17.0,5.0,7.0,9.0,6.0,18.0
Darren Randolph,3.0,GK,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Darwin NÃºÃ±ez Ribeiro,11.0,FWD,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
David Brooks,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
David Ozoh,,,13.0,5.0,7.0,4.0,1.0,17.0,5.0,7.0,9.0,6.0,18.0
Deivid Washington de Souza EugÃªnio,,,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0
Dermot Mee,,,,,,,,,,,,,
Detlef Esapa Osong,,,,,,,4.0,1.0,3.0,15.0,19.0,2.0,11.0
Devan Tanton,,,15.0,6.0,3.0,1.0,7.0,9.0,6.0,3.0,2.0,14.0,5.0
Diego Manuel Jadon da Silva Moreira,,,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0
Diogo Teixeira da Silva,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Dion Pereira,12.0,MID,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Divock Origi,,,18.0,3.0,15.0,14.0,4.0,1.0,3.0,15.0,19.0,2.0,11.0
Djordje Petrovic,,,17.0,20.0,8.0,12.0,,,,,,,
Dominic Dos Santos Martins,,,,,,,,,,,,,
Dominic Sadi,,,,,,,,,,10.0,15.0,13.0,6.0
Dominic Solanke,3.0,FWD,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Dominik Szoboszlai,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Dovydas Sasnauskas,,,,,,,,,,,,20.0,1.0
Eddie Beach,,,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0
Elijah Adebayo,12.0,FWD,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Elijah Campbell,,,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0,19.0
Elliot Thorpe,12.0,MID,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Emiliano Marcondes,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Enes Ãnal,,,,,,,,,16.0,10.0,15.0,13.0,6.0
Enso GonzÃ¡lez,,,19.0,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0,15.0
Ethan Brierley,,,2.0,,20.0,8.0,16.0,18.0,13.0,20.0,11.0,19.0,7.0
Ethan Nwaneri,,,,,19.0,10.0,8.0,16.0,11.0,19.0,6.0,15.0,17.0
Ethan Wheatley,,,,,,,,,,,,,
Fabian Mrozek,,,,,,,,,,6.0,4.0,,16.0
Fabio Henrique Tavares,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Filip Marschall,,,4.0,17.0,14.0,6.0,9.0,15.0,17.0,14.0,10.0,16.0,12.0
Finley Munroe,,,,,,,,,,,,,
Fletcher Holman,,,,,,,,,,,,,
FodÃ© Ballo-TourÃ©,,,15.0,6.0,3.0,1.0,7.0,9.0,6.0,3.0,2.0,14.0,5.0
Franco Umeh-Chibueze,,,,,,,,,,,9.0,6.0,18.0
Fred Onyedinma,12.0,MID,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Gabriel Osho,12.0,DEF,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Gavin Kilkenny,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
George Earthy,,,,,,,,,,,,4.0,9.0
Giovanni Reyna,,,,,,,,,3.0,15.0,19.0,2.0,11.0
Glen Rea,12.0,MID,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Gonzalo Montiel,,,18.0,3.0,15.0,14.0,4.0,1.0,3.0,15.0,19.0,2.0,11.0
Gustavo Hamer,,,7.0,2.0,12.0,13.0,19.0,8.0,2.0,12.0,5.0,20.0,1.0
Habeeb Ogunneye,,,,,,,,,,,,,13.0
Hamed TraorÃ¨,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Han-Noah Massengo,,,9.0,10.0,11.0,2.0,12.0,13.0,10.0,11.0,1.0,8.0,3.0
Hannes Delcroix,,,9.0,10.0,11.0,2.0,12.0,13.0,10.0,11.0,1.0,8.0,3.0
Harry Amass,,,,,,,,,,,,,
Harvey Elliott,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Harvey Griffiths,,,,,,,5.0,14.0,7.0,4.0,18.0,17.0,15.0
HÃ¡kon Valdimarsson,,,,,,,,18.0,13.0,20.0,11.0,19.0,7.0
Ibrahim SangarÃ©,,,18.0,3.0,15.0,14.0,4.0,1.0,3.0,15.0,19.0,2.0,11.0
Ibrahima KonatÃ©,11.0,DEF,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Illia Zabarnyi,3.0,DEF,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
IonuÈ Radu,3.0,GK,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
IshÃ© Samuels-Smith,,,,,,,,,,,13.0,,4.0
Issa KaborÃ©,12.0,DEF,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Ivo Grbic,,,,,,,,8.0,2.0,12.0,5.0,20.0,1.0
Jack Harrison,,,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0,19.0
Jack Walton,12.0,GK,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Jacob Brown,12.0,FWD,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Jacob Wright,,,,,,,,,,9.0,7.0,3.0,14.0
Jadan Raymond,,,13.0,5.0,7.0,4.0,1.0,17.0,5.0,7.0,9.0,6.0,18.0
Jaidon Anthony,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Jamal Lowe,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
James Hill,3.0,DEF,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
James McConnell,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
James Shea,12.0,GK,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
James Sweet,,,,,,,,,,,6.0,15.0,17.0
James Ward-Prowse,,,20.0,14.0,1.0,5.0,17.0,3.0,14.0,1.0,16.0,4.0,9.0
James Wright,,,,,,,9.0,15.0,17.0,14.0,10.0,16.0,12.0
Jamie Donley,,,16.0,9.0,5.0,3.0,14.0,4.0,9.0,5.0,20.0,,8.0
Jamie McDonnell,,,,,,,4.0,1.0,3.0,15.0,19.0,2.0,11.0
Jarell Quansah,11.0,DEF,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Jayden Danns,,,,,,,,,,,4.0,,16.0
Jayden Luker,,,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Jean-Ricner Bellegarde,,,19.0,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0,15.0
Jenson Metcalfe,,,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0,19.0
Ji-Soo Kim,,,2.0,,20.0,8.0,16.0,18.0,13.0,20.0,11.0,19.0,7.0
Jili Buyabu,,,7.0,2.0,12.0,13.0,19.0,8.0,2.0,12.0,5.0,20.0,1.0
Jimi Tauriainen,,,,,,,,,,,,,4.0
Joe Gardner,,,,,,,4.0,1.0,3.0,15.0,19.0,2.0,11.0
Joe Gauci,,,,,,,,,,,10.0,16.0,12.0
Joe Gomez,11.0,DEF,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Joe Hugill,,,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0,13.0
Joe Rothwell,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Joe Taylor,12.0,FWD,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Joe White,,,,,,,,2.0,12.0,16.0,3.0,1.0,20.0
Joel Matip,11.0,DEF,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
John McAtee,12.0,FWD,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Jonny Evans,,,11.0,19.0,2.0,16.0,18.0,20.0,19.0,2.0,12.0,10.0,13.0
Jordan Clark,12.0,MID,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Jordan Henderson,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Joseph Johnson,,,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Josh Acheampong,,,,,,,,,,,,,
Josh Brooking,,,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0
Joshua Duffus,,,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0
Joshua King,,,,,,,,,6.0,3.0,2.0,14.0,5.0
Justin Hubner,,,19.0,7.0,4.0,9.0,5.0,14.0,7.0,4.0,18.0,17.0,15.0
Justin Kluivert,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
JÃ©rÃ©my Doku,,,8.0,,9.0,17.0,15.0,6.0,4.0,9.0,7.0,3.0,14.0
Kadan Young,,,,,,,,,,,,,
Kaden Rodney,,,,,,,,,,,,6.0,18.0
Kaelan Casey,,,,,,5.0,17.0,3.0,14.0,1.0,16.0,4.0,9.0
Kaide Gordon,,,,,,,3.0,7.0,1.0,6.0,4.0,,16.0
Kaine Kesler-Hayden,,,,,,,,15.0,17.0,14.0,10.0,16.0,12.0
Kiano Dyer,,,,,,,,,,,,,
Kieffer Moore,3.0,FWD,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Konstantinos Mavropanos,,,20.0,14.0,1.0,5.0,17.0,3.0,14.0,1.0,16.0,4.0,9.0
Konstantinos Tsimikas,11.0,DEF,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Kristian Sekularac,,,,,,,,9.0,6.0,3.0,2.0,14.0,5.0
Lander Emery,,,,,,,,,,,,,
Leigh Kavanagh,,,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0
Leo Castledine,,,17.0,20.0,8.0,12.0,10.0,11.0,20.0,8.0,13.0,,4.0
Leon Chiwome,,,,,,,,,,,,,
Lewis Cook,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Lewis Koumas,,,,,,,,,,6.0,4.0,,16.0
Lewis Orford,,,,,,5.0,17.0,3.0,14.0,1.0,16.0,4.0,9.0
Lewis Warrington,,,,,,,,,,,,,
Lloyd Kelly,3.0,DEF,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Lorenz Assignon,,,,,,,,,10.0,11.0,1.0,8.0,3.0
Louie Watson,12.0,MID,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Louis Jackson,,,,,,,,,,,,,
Luca Barrington,,,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0
Luis DÃ­az,11.0,MID,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Luis Sinisterra,,,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Luke Berry,12.0,MID,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Luke Chambers,,,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Luke Freeman,12.0,MID,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Luke Harris,,,15.0,6.0,3.0,1.0,7.0,9.0,6.0,3.0,2.0,14.0,5.0
Luke Thomas,,,7.0,2.0,12.0,13.0,19.0,8.0,2.0,12.0,5.0,20.0,1.0
Mackenzie Hunt,,,6.0,18.0,13.0,20.0,2.0,10.0,18.0,13.0,8.0,5.0,19.0
Mads Juel Andersen,12.0,DEF,,15.0,17.0,7.0,6.0,5.0,15.0,17.0,14.0,,2.0
Mahamadou Susoho,,,8.0,,9.0,17.0,15.0,6.0,4.0,9.0,7.0,3.0,14.0
Marcelo de AraÃºjo Pitaluga Filho,,,14.0,1.0,6.0,15.0,3.0,7.0,1.0,6.0,4.0,,16.0
Marcos Senesi,3.0,DEF,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Marcus Tavernier,3.0,MID,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
Mark OâMahony,,,1.0,8.0,18.0,19.0,20.0,12.0,8.0,18.0,17.0,9.0,10.0
Mark Travers,3.0,GK,,16.0,10.0,18.0,11.0,19.0,16.0,10.0,15.0,13.0,6.0
