id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty
24,2561918,11,,15,,3,False,0,False,2025-08-30T16:30:00Z,Gameweek 3,False,2
39,2561933,15,,20,,4,False,0,False,2025-09-13T14:00:00Z,Gameweek 4,True,2
42,2561935,4,,15,,5,False,0,False,2025-09-20T14:00:00Z,Gameweek 5,False,3
58,2561952,15,,1,,6,False,0,False,2025-09-28T15:30:00Z,Gameweek 6,True,4
69,2561963,15,,16,,7,False,0,False,2025-10-05T13:00:00Z,Gameweek 7,True,3
71,2561965,6,,15,,8,False,0,False,2025-10-18T14:00:00Z,Gameweek 8,False,3
89,2561983,15,,10,,9,False,0,False,2025-10-25T14:00:00Z,Gameweek 9,True,3
100,2561994,19,,15,,10,False,0,False,2025-11-01T15:00:00Z,Gameweek 10,False,2
102,2561996,5,,15,,11,False,0,False,2025-11-08T15:00:00Z,Gameweek 11,False,3
119,2562013,15,,13,,12,False,0,False,2025-11-22T15:00:00Z,Gameweek 12,True,4
125,2562019,9,,15,,13,False,0,False,2025-11-29T15:00:00Z,Gameweek 13,False,3
139,2562033,15,,18,,14,False,0,False,2025-12-03T20:00:00Z,Gameweek 14,True,3
148,2562042,15,,3,,15,False,0,False,2025-12-06T15:00:00Z,Gameweek 15,True,2
159,2562053,17,,15,,16,False,0,False,2025-12-13T15:00:00Z,Gameweek 16,False,2
168,2562062,15,,7,,17,False,0,False,2025-12-20T15:00:00Z,Gameweek 17,True,3
177,2562071,14,,15,,18,False,0,False,2025-12-27T15:00:00Z,Gameweek 18,False,3
183,2562077,3,,15,,19,False,0,False,2025-12-30T20:00:00Z,Gameweek 19,False,2
198,2562092,15,,8,,20,False,0,False,2026-01-03T15:00:00Z,Gameweek 20,True,3
209,2562103,15,,11,,21,False,0,False,2026-01-07T20:00:00Z,Gameweek 21,True,2
220,2562114,20,,15,,22,False,0,False,2026-01-17T15:00:00Z,Gameweek 22,False,3
229,2562123,15,,2,,23,False,0,False,2026-01-24T15:00:00Z,Gameweek 23,True,3
235,2562129,12,,15,,24,False,0,False,2026-01-31T15:00:00Z,Gameweek 24,False,5
249,2562143,15,,5,,25,False,0,False,2026-02-07T15:00:00Z,Gameweek 25,True,3
259,2562153,18,,15,,26,False,0,False,2026-02-11T20:00:00Z,Gameweek 26,False,3
266,2562160,13,,15,,27,False,0,False,2026-02-21T15:00:00Z,Gameweek 27,False,4
279,2562173,15,,9,,28,False,0,False,2026-02-28T15:00:00Z,Gameweek 28,True,2
288,2562182,15,,14,,29,False,0,False,2026-03-04T20:00:00Z,Gameweek 29,True,3
294,2562188,7,,15,,30,False,0,False,2026-03-14T15:00:00Z,Gameweek 30,False,4
308,2562202,15,,17,,31,False,0,False,2026-03-21T15:00:00Z,Gameweek 31,True,2
315,2562209,8,,15,,32,False,0,False,2026-04-11T14:00:00Z,Gameweek 32,False,3
328,2562222,15,,4,,33,False,0,False,2026-04-18T14:00:00Z,Gameweek 33,True,3
331,2562226,1,,15,,34,False,0,False,2026-04-25T14:00:00Z,Gameweek 34,False,4
349,2562243,15,,6,,35,False,0,False,2026-05-02T14:00:00Z,Gameweek 35,True,3
357,2562251,16,,15,,36,False,0,False,2026-05-09T14:00:00Z,Gameweek 36,False,3
369,2562263,15,,19,,37,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2
374,2562268,10,,15,,38,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3
