id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty
25,2561919,12,,1,,3,False,0,False,2025-08-31T15:30:00Z,Gameweek 3,True,4
34,2561928,3,,12,,4,False,0,False,2025-09-14T13:00:00Z,Gameweek 4,False,2
46,2561940,12,,9,,5,False,0,False,2025-09-20T11:30:00Z,Gameweek 5,True,2
54,2561948,8,,12,,6,False,0,False,2025-09-27T14:00:00Z,Gameweek 6,False,3
65,2561959,7,,12,,7,False,0,False,2025-10-04T16:30:00Z,Gameweek 7,False,4
75,2561969,12,,14,,8,False,0,False,2025-10-19T15:30:00Z,Gameweek 8,True,3
84,2561978,5,,12,,9,False,0,False,2025-10-25T11:30:00Z,Gameweek 9,False,3
95,2561989,12,,2,,10,False,0,False,2025-11-01T15:00:00Z,Gameweek 10,True,3
106,2562000,13,,12,,11,False,0,False,2025-11-08T15:00:00Z,Gameweek 11,False,4
117,2562011,12,,16,,12,False,0,False,2025-11-22T15:00:00Z,Gameweek 12,True,3
130,2562024,19,,12,,13,False,0,False,2025-11-29T15:00:00Z,Gameweek 13,False,2
137,2562031,12,,17,,14,False,0,False,2025-12-03T20:00:00Z,Gameweek 14,True,2
146,2562040,11,,12,,15,False,0,False,2025-12-06T15:00:00Z,Gameweek 15,False,2
156,2562050,12,,6,,16,False,0,False,2025-12-13T15:00:00Z,Gameweek 16,True,3
169,2562063,18,,12,,17,False,0,False,2025-12-20T15:00:00Z,Gameweek 17,False,3
176,2562070,12,,20,,18,False,0,False,2025-12-27T15:00:00Z,Gameweek 18,True,2
186,2562080,12,,11,,19,False,0,False,2025-12-30T20:00:00Z,Gameweek 19,True,2
195,2562089,10,,12,,20,False,0,False,2026-01-03T15:00:00Z,Gameweek 20,False,3
201,2562096,1,,12,,21,False,0,False,2026-01-07T20:00:00Z,Gameweek 21,False,4
215,2562109,12,,3,,22,False,0,False,2026-01-17T15:00:00Z,Gameweek 22,True,2
222,2562115,4,,12,,23,False,0,False,2026-01-24T15:00:00Z,Gameweek 23,False,3
235,2562129,12,,15,,24,False,0,False,2026-01-31T15:00:00Z,Gameweek 24,True,3
247,2562141,12,,13,,25,False,0,False,2026-02-07T15:00:00Z,Gameweek 25,True,4
258,2562152,17,,12,,26,False,0,False,2026-02-11T20:00:00Z,Gameweek 26,False,2
267,2562161,16,,12,,27,False,0,False,2026-02-21T15:00:00Z,Gameweek 27,False,3
277,2562171,12,,19,,28,False,0,False,2026-02-28T15:00:00Z,Gameweek 28,True,2
290,2562184,20,,12,,29,False,0,False,2026-03-04T20:00:00Z,Gameweek 29,False,3
296,2562190,12,,18,,30,False,0,False,2026-03-14T15:00:00Z,Gameweek 30,True,3
303,2562197,6,,12,,31,False,0,False,2026-03-21T15:00:00Z,Gameweek 31,False,3
316,2562210,12,,10,,32,False,0,False,2026-04-11T14:00:00Z,Gameweek 32,True,3
325,2562219,9,,12,,33,False,0,False,2026-04-18T14:00:00Z,Gameweek 33,False,3
336,2562230,12,,8,,34,False,0,False,2026-04-25T14:00:00Z,Gameweek 34,True,3
348,2562242,14,,12,,35,False,0,False,2026-05-02T14:00:00Z,Gameweek 35,False,3
355,2562249,12,,7,,36,False,0,False,2026-05-09T14:00:00Z,Gameweek 36,True,3
362,2562257,2,,12,,37,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,False,4
375,2562269,12,,5,,38,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,True,3
