id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty
23,2561917,7,,10,,3,False,0,False,2025-08-30T11:30:00Z,Gameweek 3,True,3
33,2561927,5,,7,,4,False,0,False,2025-09-13T19:00:00Z,Gameweek 4,False,3
47,2561941,14,,7,,5,False,0,False,2025-09-20T16:30:00Z,Gameweek 5,False,3
53,2561947,7,,6,,6,False,0,False,2025-09-27T14:00:00Z,Gameweek 6,True,3
65,2561959,7,,12,,7,False,0,False,2025-10-04T16:30:00Z,Gameweek 7,True,4
77,2561971,16,,7,,8,False,0,False,2025-10-18T11:30:00Z,Gameweek 8,False,3
85,2561979,7,,17,,9,False,0,False,2025-10-25T14:00:00Z,Gameweek 9,True,2
99,2561993,18,,7,,10,False,0,False,2025-11-01T15:00:00Z,Gameweek 10,False,3
103,2561997,7,,20,,11,False,0,False,2025-11-08T15:00:00Z,Gameweek 11,True,2
114,2562008,3,,7,,12,False,0,False,2025-11-22T15:00:00Z,Gameweek 12,False,2
123,2562017,7,,1,,13,False,0,False,2025-11-29T15:00:00Z,Gameweek 13,True,4
136,2562030,11,,7,,14,False,0,False,2025-12-03T20:00:00Z,Gameweek 14,False,2
142,2562035,4,,7,,15,False,0,False,2025-12-06T15:00:00Z,Gameweek 15,False,3
154,2562048,7,,9,,16,False,0,False,2025-12-13T15:00:00Z,Gameweek 16,True,2
168,2562062,15,,7,,17,False,0,False,2025-12-20T15:00:00Z,Gameweek 17,False,4
174,2562068,7,,2,,18,False,0,False,2025-12-27T15:00:00Z,Gameweek 18,True,3
184,2562078,7,,4,,19,False,0,False,2025-12-30T20:00:00Z,Gameweek 19,True,3
197,2562091,13,,7,,20,False,0,False,2026-01-03T15:00:00Z,Gameweek 20,False,4
207,2562101,10,,7,,21,False,0,False,2026-01-07T20:00:00Z,Gameweek 21,False,3
213,2562107,7,,5,,22,False,0,False,2026-01-17T15:00:00Z,Gameweek 22,True,3
225,2562119,8,,7,,23,False,0,False,2026-01-24T15:00:00Z,Gameweek 23,False,3
233,2562127,7,,19,,24,False,0,False,2026-01-31T15:00:00Z,Gameweek 24,True,2
250,2562144,20,,7,,25,False,0,False,2026-02-07T15:00:00Z,Gameweek 25,False,3
253,2562147,7,,11,,26,False,0,False,2026-02-11T20:00:00Z,Gameweek 26,True,2
263,2562157,7,,3,,27,False,0,False,2026-02-21T15:00:00Z,Gameweek 27,True,2
271,2562166,1,,7,,28,False,0,False,2026-02-28T15:00:00Z,Gameweek 28,False,4
281,2562176,2,,7,,29,False,0,False,2026-03-04T20:00:00Z,Gameweek 29,False,4
294,2562188,7,,15,,30,False,0,False,2026-03-14T15:00:00Z,Gameweek 30,True,3
304,2562198,9,,7,,31,False,0,False,2026-03-21T15:00:00Z,Gameweek 31,False,3
314,2562208,7,,13,,32,False,0,False,2026-04-11T14:00:00Z,Gameweek 32,True,4
323,2562217,7,,14,,33,False,0,False,2026-04-18T14:00:00Z,Gameweek 33,True,3
333,2562227,6,,7,,34,False,0,False,2026-04-25T14:00:00Z,Gameweek 34,False,3
345,2562239,7,,16,,35,False,0,False,2026-05-02T14:00:00Z,Gameweek 35,True,3
355,2562249,12,,7,,36,False,0,False,2026-05-09T14:00:00Z,Gameweek 36,False,5
365,2562259,7,,18,,37,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,3
378,2562272,17,,7,,38,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,2
